optimum=34198
execution_time=275.51747439999997,start_time=1.689384,stop_time=277.2068584
[(16, 17), (46, 42), (3, 2), (5, 11), (26, 48), (33, 32), (39, 37), (20, 27), (4, 6), (43, 45), (7, 8), (24, 23), (15, 14), (44, 49), (36, 38), (30, 31), (35, 34), (18, 19), (9, 10), (21, 47), (0, 1), (25, 22), (40, 41), (12, 13), (29, 28)]
fitness=142854.0,iteration=0,gap=317.72618281770866,delta=108656.0,timestamp=1.9095406
fitness=132086.0,iteration=1,gap=286.23896134276856,delta=97888.0,timestamp=2.136467
fitness=126616.0,iteration=2,gap=270.24387391075504,delta=92418.0,timestamp=2.3470769
fitness=121812.0,iteration=3,gap=256.1962687876484,delta=87614.0,timestamp=2.5654723
fitness=102090.0,iteration=4,gap=198.5262296040704,delta=67892.0,timestamp=2.7787073
fitness=101700.0,iteration=8,gap=197.3858120357916,delta=67502.0,timestamp=3.6221863
fitness=98710.0,iteration=9,gap=188.64261067898707,delta=64512.0,timestamp=3.8352066
fitness=92638.0,iteration=10,gap=170.88718638516872,delta=58440.0,timestamp=4.0416493
fitness=91666.0,iteration=11,gap=168.0449149073045,delta=57468.0,timestamp=4.2779762
fitness=90816.0,iteration=12,gap=165.55938943797884,delta=56618.0,timestamp=4.4850922
fitness=88306.0,iteration=13,gap=158.21977893444063,delta=54108.0,timestamp=4.7132399
fitness=82138.0,iteration=14,gap=140.183636469969,delta=47940.0,timestamp=4.9327176
fitness=82078.0,iteration=15,gap=140.00818761331072,delta=47880.0,timestamp=5.1653613
fitness=77818.0,iteration=16,gap=127.55131879057255,delta=43620.0,timestamp=5.3787639
fitness=75588.0,iteration=18,gap=121.03046961810632,delta=41390.0,timestamp=5.8588831
fitness=69162.0,iteration=21,gap=102.23989707000409,delta=34964.0,timestamp=6.5781046
fitness=67856.0,iteration=23,gap=98.42096029007544,delta=33658.0,timestamp=7.0614555
fitness=65006.0,iteration=25,gap=90.08713959880694,delta=30808.0,timestamp=7.4744378
fitness=63044.0,iteration=27,gap=84.34996198608106,delta=28846.0,timestamp=7.9297533
fitness=61634.0,iteration=28,gap=80.22691385461138,delta=27436.0,timestamp=8.1841232
fitness=56456.0,iteration=31,gap=65.08567752500146,delta=22258.0,timestamp=8.8822776
fitness=54480.0,iteration=34,gap=59.30756184572197,delta=20282.0,timestamp=9.5385742
fitness=51290.0,iteration=36,gap=49.9795309667232,delta=17092.0,timestamp=9.9496266
fitness=49444.0,iteration=37,gap=44.58155447687,delta=15246.0,timestamp=10.1942012
fitness=48736.0,iteration=39,gap=42.51125796830224,delta=14538.0,timestamp=10.6209781
fitness=47204.0,iteration=40,gap=38.03146382829405,delta=13006.0,timestamp=10.8389231
fitness=47188.0,iteration=42,gap=37.984677466518505,delta=12990.0,timestamp=11.2487227
fitness=46380.0,iteration=43,gap=35.62196619685361,delta=12182.0,timestamp=11.4824298
fitness=44046.0,iteration=45,gap=28.797005672846364,delta=9848.0,timestamp=11.9170112
fitness=42072.0,iteration=48,gap=23.024738288788818,delta=7874.0,timestamp=12.5157338
fitness=39984.0,iteration=50,gap=16.91911807708053,delta=5786.0,timestamp=12.8981924
fitness=39732.0,iteration=94,gap=16.182232879115737,delta=5534.0,timestamp=20.5049753
fitness=35504.0,iteration=191,gap=3.818936779928651,delta=1306.0,timestamp=37.354791
fitness=35496.0,iteration=204,gap=3.79554359904088,delta=1298.0,timestamp=39.5833414
fitness=35494.0,iteration=426,gap=3.7896953038189367,delta=1296.0,timestamp=77.8650501
fitness=35420.0,iteration=463,gap=3.573308380607053,delta=1222.0,timestamp=84.2048393
fitness=34476.0,iteration=1442,gap=0.8129130358500497,delta=278.0,timestamp=262.8122732
fitness=34198.0,iteration=1530,gap=0.0,delta=0.0,timestamp=277.2068195
