optimum=34198
execution_time=251.080515,start_time=6.2929595,stop_time=257.3734745
[(48, 26), (4, 6), (14, 15), (33, 32), (0, 1), (20, 16), (34, 35), (45, 42), (10, 9), (28, 29), (7, 8), (36, 38), (19, 18), (43, 46), (27, 17), (49, 44), (22, 25), (37, 39), (5, 11), (24, 23), (40, 41), (3, 2), (21, 47), (31, 30), (13, 12)]
fitness=122292.0,iteration=0,gap=257.5998596409147,delta=88094.0,timestamp=6.6867536
fitness=118386.0,iteration=2,gap=246.17813907246037,delta=84188.0,timestamp=7.5731857
fitness=115530.0,iteration=3,gap=237.82677349552603,delta=81332.0,timestamp=8.0481676
fitness=107600.0,iteration=4,gap=214.63828294052286,delta=73402.0,timestamp=8.5237981
fitness=103768.0,iteration=5,gap=203.43294929528045,delta=69570.0,timestamp=9.0510697
fitness=103146.0,iteration=6,gap=201.6141294812562,delta=68948.0,timestamp=9.4405945
fitness=99628.0,iteration=7,gap=191.32697818585882,delta=65430.0,timestamp=9.9601488
fitness=99522.0,iteration=9,gap=191.01701853909586,delta=65324.0,timestamp=10.919251
fitness=91188.0,iteration=10,gap=166.6471723492602,delta=56990.0,timestamp=11.3924271
fitness=88908.0,iteration=11,gap=159.9801157962454,delta=54710.0,timestamp=11.9082205
fitness=86570.0,iteration=12,gap=153.14345868179427,delta=52372.0,timestamp=12.3960499
fitness=83092.0,iteration=15,gap=142.97327329083572,delta=48894.0,timestamp=13.8589016
fitness=76834.0,iteration=16,gap=124.6739575413767,delta=42636.0,timestamp=14.3290392
fitness=71188.0,iteration=17,gap=108.16422012983216,delta=36990.0,timestamp=14.7935685
fitness=67236.0,iteration=18,gap=96.60798877127318,delta=33038.0,timestamp=15.3264235
fitness=63512.0,iteration=20,gap=85.71846306801567,delta=29314.0,timestamp=16.2594224
fitness=62596.0,iteration=22,gap=83.03994385636587,delta=28398.0,timestamp=17.2179172
fitness=61812.0,iteration=24,gap=80.74741212936429,delta=27614.0,timestamp=18.1353594
fitness=61810.0,iteration=25,gap=80.74156383414235,delta=27612.0,timestamp=18.5887892
fitness=58552.0,iteration=26,gap=71.21469091759752,delta=24354.0,timestamp=19.048014
fitness=56944.0,iteration=27,gap=66.5126615591555,delta=22746.0,timestamp=19.5188229
fitness=54478.0,iteration=28,gap=59.30171355050003,delta=20280.0,timestamp=19.9836928
fitness=53358.0,iteration=30,gap=56.02666822621206,delta=19160.0,timestamp=20.9754551
fitness=51136.0,iteration=31,gap=49.529212234633604,delta=16938.0,timestamp=21.4414481
fitness=49200.0,iteration=33,gap=43.868062459792974,delta=15002.0,timestamp=22.3913747
fitness=47274.0,iteration=34,gap=38.23615416106205,delta=13076.0,timestamp=22.8516793
fitness=45656.0,iteration=36,gap=33.504883326510324,delta=11458.0,timestamp=23.7789114
fitness=44462.0,iteration=37,gap=30.013451079010466,delta=10264.0,timestamp=24.249826
fitness=43664.0,iteration=38,gap=27.67998128545529,delta=9466.0,timestamp=24.6826567
fitness=43452.0,iteration=40,gap=27.060061991929352,delta=9254.0,timestamp=25.7342128
fitness=42170.0,iteration=41,gap=23.311304754664018,delta=7972.0,timestamp=26.0890633
fitness=41706.0,iteration=43,gap=21.954500263173284,delta=7508.0,timestamp=26.4954484
fitness=40794.0,iteration=44,gap=19.287677641967367,delta=6596.0,timestamp=26.6693678
fitness=39780.0,iteration=49,gap=16.322591964442363,delta=5582.0,timestamp=27.5121247
fitness=39772.0,iteration=96,gap=16.299198783554594,delta=5574.0,timestamp=35.614442
fitness=39724.0,iteration=173,gap=16.15883969822797,delta=5526.0,timestamp=48.8418038
fitness=39698.0,iteration=174,gap=16.082811860342712,delta=5500.0,timestamp=49.0141639
fitness=39650.0,iteration=178,gap=15.942452775016083,delta=5452.0,timestamp=49.6882442
fitness=39612.0,iteration=395,gap=15.831335165799171,delta=5414.0,timestamp=102.2465094
fitness=34476.0,iteration=511,gap=0.8129130358500497,delta=278.0,timestamp=127.4466231
fitness=34198.0,iteration=1169,gap=0.0,delta=0.0,timestamp=257.3734336
