optimum=34198
execution_time=300.1164245,start_time=1.108022,stop_time=301.2244465
[(13, 12), (0, 1), (49, 27), (48, 26), (4, 47), (33, 32), (24, 23), (9, 11), (46, 6), (35, 34), (39, 37), (25, 22), (45, 44), (15, 14), (28, 29), (3, 2), (43, 42), (20, 18), (5, 10), (8, 7), (41, 40), (21, 19), (36, 38), (30, 31), (17, 16)]
fitness=122488.0,iteration=0,gap=258.17299257266507,delta=88290.0,timestamp=1.2585092
fitness=121680.0,iteration=3,gap=255.81028130300018,delta=87482.0,timestamp=1.6911086
fitness=102774.0,iteration=4,gap=200.52634656997483,delta=68576.0,timestamp=1.8408641
fitness=94920.0,iteration=6,gap=177.56009123340547,delta=60722.0,timestamp=2.085699
fitness=83184.0,iteration=8,gap=143.2422948710451,delta=48986.0,timestamp=2.3879954
fitness=77334.0,iteration=9,gap=126.1360313468624,delta=43136.0,timestamp=2.5416207
fitness=70260.0,iteration=13,gap=105.4506111468507,delta=36062.0,timestamp=3.1169625
fitness=65200.0,iteration=17,gap=90.6544242353354,delta=31002.0,timestamp=3.6370685
fitness=61584.0,iteration=19,gap=80.08070647406281,delta=27386.0,timestamp=3.9157011
fitness=58108.0,iteration=21,gap=69.91636937832621,delta=23910.0,timestamp=4.1973163
fitness=51188.0,iteration=23,gap=49.68126791040412,delta=16990.0,timestamp=4.4193427
fitness=48242.0,iteration=25,gap=41.06672904848237,delta=14044.0,timestamp=4.7241367
fitness=46918.0,iteration=28,gap=37.195157611556226,delta=12720.0,timestamp=5.1538559
fitness=44998.0,iteration=30,gap=31.58079419849114,delta=10800.0,timestamp=5.4322261
fitness=44590.0,iteration=33,gap=30.38774197321481,delta=10392.0,timestamp=5.8602077
fitness=44192.0,iteration=34,gap=29.22393122404819,delta=9994.0,timestamp=5.9794477
fitness=43416.0,iteration=36,gap=26.954792677934382,delta=9218.0,timestamp=6.2899061
fitness=42944.0,iteration=37,gap=25.574595005555878,delta=8746.0,timestamp=6.4117083
fitness=42104.0,iteration=39,gap=23.118311012339905,delta=7906.0,timestamp=6.6926361
fitness=41860.0,iteration=40,gap=22.404818995262882,delta=7662.0,timestamp=6.830771
fitness=40794.0,iteration=41,gap=19.287677641967367,delta=6596.0,timestamp=6.9519394
fitness=39620.0,iteration=43,gap=15.854728346686942,delta=5422.0,timestamp=7.2468393
fitness=39354.0,iteration=49,gap=15.07690508216855,delta=5156.0,timestamp=8.1052058
fitness=38396.0,iteration=51,gap=12.275571670857945,delta=4198.0,timestamp=8.4166748
fitness=38130.0,iteration=52,gap=11.497748406339552,delta=3932.0,timestamp=8.5483675
fitness=37870.0,iteration=55,gap=10.737470027486989,delta=3672.0,timestamp=8.9806222
fitness=37604.0,iteration=58,gap=9.959646762968594,delta=3406.0,timestamp=9.4095759
fitness=37596.0,iteration=64,gap=9.936253582080823,delta=3398.0,timestamp=10.2432641
fitness=37522.0,iteration=70,gap=9.71986665886894,delta=3324.0,timestamp=11.1762747
fitness=36266.0,iteration=88,gap=6.047137259488859,delta=2068.0,timestamp=15.2592807
fitness=35260.0,iteration=97,gap=3.105444762851629,delta=1062.0,timestamp=17.8922856
fitness=34756.0,iteration=150,gap=1.6316743669220424,delta=558.0,timestamp=42.3983736
