optimum=53538
execution_time=300.0315563,start_time=1.6604648,stop_time=301.6920211
[(45, 46), (11, 9), (25, 42), (78, 64), (60, 61), (6, 4), (8, 10), (39, 41), (47, 73), (69, 70), (28, 29), (53, 52), (48, 49), (65, 66), (71, 72), (54, 55), (17, 16), (74, 79), (31, 35), (67, 68), (7, 20), (59, 58), (5, 3), (18, 15), (51, 50), (37, 13), (56, 57), (38, 40), (32, 36), (27, 26), (22, 21), (0, 1), (12, 77), (24, 23), (34, 33), (14, 19), (63, 62), (44, 43), (30, 2), (76, 75)]
fitness=231426.0,iteration=0,gap=332.26493331839066,delta=177888.0,timestamp=1.8915187
fitness=218668.0,iteration=2,gap=308.43513018790395,delta=165130.0,timestamp=2.3816039
fitness=210024.0,iteration=3,gap=292.2895887033509,delta=156486.0,timestamp=2.6246458
fitness=200108.0,iteration=4,gap=273.76816466808623,delta=146570.0,timestamp=2.8593133
fitness=199484.0,iteration=6,gap=272.60263737905785,delta=145946.0,timestamp=3.3351746
fitness=192726.0,iteration=8,gap=259.9798274123053,delta=139188.0,timestamp=3.8371309
fitness=187898.0,iteration=9,gap=250.96193357988716,delta=134360.0,timestamp=4.066071
fitness=180152.0,iteration=11,gap=236.49370540550638,delta=126614.0,timestamp=4.5341518
fitness=165822.0,iteration=12,gap=209.72767006612125,delta=112284.0,timestamp=4.7658251
fitness=165604.0,iteration=16,gap=209.32048264783893,delta=112066.0,timestamp=5.6955033
fitness=142572.0,iteration=17,gap=166.30057155665133,delta=89034.0,timestamp=5.9258751
fitness=135598.0,iteration=20,gap=153.27430983600433,delta=82060.0,timestamp=6.5945837
fitness=133616.0,iteration=22,gap=149.57226642758414,delta=80078.0,timestamp=7.0488583
fitness=131386.0,iteration=23,gap=145.40700063506296,delta=77848.0,timestamp=7.2718699
fitness=124860.0,iteration=25,gap=133.21752773730807,delta=71322.0,timestamp=7.7574444
fitness=123278.0,iteration=27,gap=130.26261720647017,delta=69740.0,timestamp=8.1978678
fitness=122544.0,iteration=28,gap=128.8916283761067,delta=69006.0,timestamp=8.4253818
fitness=113640.0,iteration=29,gap=112.2604505211252,delta=60102.0,timestamp=8.6427033
fitness=113588.0,iteration=30,gap=112.16332324703949,delta=60050.0,timestamp=8.8880871
fitness=110404.0,iteration=31,gap=106.21614554148455,delta=56866.0,timestamp=9.1111032
fitness=109154.0,iteration=33,gap=103.88135529903992,delta=55616.0,timestamp=9.5551991
fitness=108334.0,iteration=34,gap=102.34973289999627,delta=54796.0,timestamp=9.7882522
fitness=105996.0,iteration=35,gap=97.98274123052785,delta=52458.0,timestamp=10.0344812
fitness=96820.0,iteration=36,gap=80.84351301879039,delta=43282.0,timestamp=10.2720086
fitness=93854.0,iteration=38,gap=75.3035227315178,delta=40316.0,timestamp=10.7358434
fitness=93340.0,iteration=39,gap=74.34345698382458,delta=39802.0,timestamp=10.9445617
fitness=92320.0,iteration=40,gap=72.43826814598975,delta=38782.0,timestamp=11.1735091
fitness=88670.0,iteration=42,gap=65.62068063805148,delta=35132.0,timestamp=11.6355168
fitness=88566.0,iteration=44,gap=65.42642608988008,delta=35028.0,timestamp=12.0988148
fitness=85654.0,iteration=45,gap=59.9872987410811,delta=32116.0,timestamp=12.3357604
fitness=85372.0,iteration=47,gap=59.4605700623856,delta=31834.0,timestamp=12.8164176
fitness=84304.0,iteration=48,gap=57.46572527924091,delta=30766.0,timestamp=13.0532564
fitness=82762.0,iteration=49,gap=54.585528036161236,delta=29224.0,timestamp=13.2810433
fitness=81844.0,iteration=50,gap=52.870858082109905,delta=28306.0,timestamp=13.4888204
fitness=79978.0,iteration=51,gap=49.385483208188575,delta=26440.0,timestamp=13.7259954
fitness=79968.0,iteration=52,gap=49.36680488624902,delta=26430.0,timestamp=13.9588119
fitness=79470.0,iteration=53,gap=48.436624453659086,delta=25932.0,timestamp=14.1767092
fitness=79284.0,iteration=54,gap=48.089207665583324,delta=25746.0,timestamp=14.4082826
fitness=78376.0,iteration=55,gap=46.39321603347155,delta=24838.0,timestamp=14.6315182
fitness=76680.0,iteration=56,gap=43.2253726325227,delta=23142.0,timestamp=14.8351725
fitness=76354.0,iteration=57,gap=42.616459337293136,delta=22816.0,timestamp=15.0783925
fitness=75980.0,iteration=58,gap=41.91789009675371,delta=22442.0,timestamp=15.3206058
fitness=74928.0,iteration=63,gap=39.952930628712316,delta=21390.0,timestamp=16.4917025
fitness=74610.0,iteration=64,gap=39.3589599910344,delta=21072.0,timestamp=16.708142
fitness=73292.0,iteration=67,gap=36.8971571594008,delta=19754.0,timestamp=17.4043583
