optimum=130178
execution_time=300.909524,start_time=14.2002656,stop_time=315.1097896
[(154, 6), (174, 173), (162, 163), (10, 9), (190, 17), (158, 159), (39, 40), (149, 150), (156, 155), (127, 126), (169, 170), (62, 63), (165, 164), (82, 81), (183, 182), (104, 103), (135, 136), (45, 46), (141, 144), (15, 14), (138, 101), (13, 16), (131, 132), (95, 96), (186, 69), (34, 33), (102, 5), (20, 21), (72, 74), (128, 196), (80, 79), (68, 67), (73, 70), (3, 4), (36, 37), (178, 179), (90, 89), (145, 146), (199, 19), (84, 83), (50, 49), (124, 168), (117, 118), (107, 109), (188, 0), (11, 8), (59, 56), (147, 148), (175, 171), (191, 195), (29, 30), (85, 86), (180, 181), (52, 51), (94, 93), (189, 2), (177, 176), (115, 116), (54, 119), (38, 42), (121, 122), (61, 27), (185, 7), (194, 47), (60, 92), (111, 112), (44, 64), (134, 133), (153, 130), (57, 58), (143, 142), (76, 71), (12, 193), (114, 113), (32, 31), (88, 87), (172, 48), (28, 26), (53, 197), (184, 66), (43, 41), (75, 55), (140, 139), (110, 108), (100, 98), (120, 125), (35, 78), (192, 167), (166, 77), (105, 106), (137, 97), (198, 1), (187, 99), (65, 157), (23, 22), (123, 25), (129, 91), (24, 160), (18, 161), (151, 152)]
fitness=260692,iteration=0,gap=100.25810812886971,delta=130514,timestamp=16.9603466
fitness=248788,iteration=1,gap=91.11370584891456,delta=118610,timestamp=19.7485691
fitness=240670,iteration=2,gap=84.87762909247338,delta=110492,timestamp=22.598068
fitness=240526,iteration=5,gap=84.7670113229578,delta=110348,timestamp=30.9906954
fitness=231814,iteration=8,gap=78.07463626726482,delta=101636,timestamp=38.9295274
fitness=230472,iteration=20,gap=77.04374010969596,delta=100294,timestamp=68.8675127
fitness=229092,iteration=32,gap=75.98365315183825,delta=98914,timestamp=97.5963507
fitness=227820,iteration=34,gap=75.00652952111724,delta=97642,timestamp=102.6043277
fitness=218386,iteration=36,gap=67.75952925993639,delta=88208,timestamp=107.3459585
