optimum=83495
execution_time=357.2275348,start_time=2.7735377,stop_time=360.0010725
[(64, 75), (94, 96), (0, 1), (41, 37), (74, 90), (32, 31), (23, 22), (24, 26), (87, 85), (50, 73), (76, 68), (56, 54), (67, 63), (36, 35), (16, 17), (80, 78), (79, 77), (3, 4), (72, 70), (71, 69), (47, 46), (58, 59), (39, 40), (43, 38), (83, 84), (93, 91), (53, 60), (18, 20), (12, 7), (92, 98), (34, 33), (65, 66), (6, 5), (88, 42), (97, 81), (15, 14), (52, 51), (86, 82), (25, 19), (13, 89), (8, 11), (29, 30), (27, 28), (55, 57), (10, 9), (45, 44), (99, 95), (61, 62), (2, 21), (49, 48)]
fitness=350909.0,iteration=0,gap=320.2754655967423,delta=267414.0,timestamp=3.0705601
fitness=332367.0,iteration=1,gap=298.068147793281,delta=248872.0,timestamp=3.3746425
fitness=325849.0,iteration=3,gap=290.26169231690517,delta=242354.0,timestamp=3.9737975
fitness=315725.0,iteration=4,gap=278.13641535421283,delta=232230.0,timestamp=4.2796889
fitness=311415.0,iteration=5,gap=272.97442960656326,delta=227920.0,timestamp=4.5758377
fitness=309169.0,iteration=6,gap=270.2844481705491,delta=225674.0,timestamp=4.9183298
fitness=296323.0,iteration=7,gap=254.89909575423678,delta=212828.0,timestamp=5.2023336
fitness=290263.0,iteration=8,gap=247.64117611833046,delta=206768.0,timestamp=5.499808
fitness=281649.0,iteration=9,gap=237.32439068207677,delta=198154.0,timestamp=5.80943
fitness=281361.0,iteration=11,gap=236.9794598478951,delta=197866.0,timestamp=6.4447119
fitness=278461.0,iteration=12,gap=233.5061979759267,delta=194966.0,timestamp=6.7475362
fitness=256845.0,iteration=13,gap=207.61722258817895,delta=173350.0,timestamp=7.0317915
fitness=256281.0,iteration=15,gap=206.94173303790646,delta=172786.0,timestamp=7.6464205
fitness=246309.0,iteration=17,gap=194.99850290436552,delta=162814.0,timestamp=8.2307584
fitness=240621.0,iteration=18,gap=188.1861189292772,delta=157126.0,timestamp=8.5142207
fitness=229089.0,iteration=19,gap=174.3745134439188,delta=145594.0,timestamp=8.8436274
fitness=228719.0,iteration=22,gap=173.93137313611592,delta=145224.0,timestamp=9.7127931
fitness=218357.0,iteration=23,gap=161.52104916462065,delta=134862.0,timestamp=10.0229779
fitness=215295.0,iteration=27,gap=157.85376369842504,delta=131800.0,timestamp=11.2023949
fitness=209425.0,iteration=28,gap=150.823402598958,delta=125930.0,timestamp=11.5019456
fitness=206665.0,iteration=29,gap=147.51781543805018,delta=123170.0,timestamp=11.7844958
fitness=204259.0,iteration=30,gap=144.636205760824,delta=120764.0,timestamp=12.075586
fitness=203787.0,iteration=31,gap=144.07090244924845,delta=120292.0,timestamp=12.3637683
fitness=198431.0,iteration=32,gap=137.65614707467512,delta=114936.0,timestamp=12.6633486
fitness=197519.0,iteration=34,gap=136.56386609976644,delta=114024.0,timestamp=13.2380159
fitness=193567.0,iteration=35,gap=131.83064854182885,delta=110072.0,timestamp=13.5360944
fitness=187281.0,iteration=36,gap=124.30205401521049,delta=103786.0,timestamp=13.8364099
fitness=186147.0,iteration=38,gap=122.94388885562009,delta=102652.0,timestamp=14.4325503
fitness=185121.0,iteration=39,gap=121.71507275884782,delta=101626.0,timestamp=14.7163397
fitness=182469.0,iteration=40,gap=118.53883466075811,delta=98974.0,timestamp=15.0064167
fitness=172229.0,iteration=41,gap=106.27462722318701,delta=88734.0,timestamp=15.3099844
fitness=169121.0,iteration=44,gap=102.55224863764296,delta=85626.0,timestamp=16.1426879
fitness=167675.0,iteration=46,gap=100.82040840768909,delta=84180.0,timestamp=16.7101446
fitness=165583.0,iteration=47,gap=98.31486915384154,delta=82088.0,timestamp=16.9934533
fitness=164397.0,iteration=48,gap=96.89442481585723,delta=80902.0,timestamp=17.26611
fitness=162777.0,iteration=49,gap=94.95418887358524,delta=79282.0,timestamp=17.5416882
