optimum=42382
execution_time=20.7203061,start_time=1.0155867,stop_time=21.7358928
[(32, 48), (41, 42), (23, 24), (28, 31), (26, 25), (3, 2), (58, 27), (43, 46), (7, 5), (1, 0), (22, 56), (20, 16), (8, 13), (39, 40), (50, 49), (38, 37), (47, 51), (45, 44), (6, 4), (59, 57), (55, 52), (54, 53), (9, 11), (35, 36), (33, 34), (21, 17), (15, 14), (18, 19), (29, 30), (10, 12)]
fitness=157820.0,iteration=0,gap=272.3750648860365,delta=115438.0,timestamp=1.1858818
fitness=145036.0,iteration=2,gap=242.21131612476995,delta=102654.0,timestamp=1.5048553
fitness=134422.0,iteration=4,gap=217.16766551838043,delta=92040.0,timestamp=1.8387768
fitness=129802.0,iteration=6,gap=206.26681138219055,delta=87420.0,timestamp=2.1395445
fitness=126872.0,iteration=9,gap=199.35349912698788,delta=84490.0,timestamp=2.6491527
fitness=118760.0,iteration=10,gap=180.21329809824925,delta=76378.0,timestamp=2.8277449
fitness=113976.0,iteration=12,gap=168.925487235147,delta=71594.0,timestamp=3.2008642
fitness=105614.0,iteration=13,gap=149.19541314709076,delta=63232.0,timestamp=3.3673055
fitness=104956.0,iteration=15,gap=147.64286725496675,delta=62574.0,timestamp=3.6999002
fitness=98656.0,iteration=16,gap=132.77806616016233,delta=56274.0,timestamp=3.8696362
fitness=93552.0,iteration=18,gap=120.7352177811335,delta=51170.0,timestamp=4.2070953
fitness=88990.0,iteration=20,gap=109.9712141947053,delta=46608.0,timestamp=4.5410737
fitness=87098.0,iteration=21,gap=105.50705488178944,delta=44716.0,timestamp=4.7201911
fitness=78874.0,iteration=22,gap=86.10259072247652,delta=36492.0,timestamp=4.8847263
fitness=76324.0,iteration=26,gap=80.08588551743665,delta=33942.0,timestamp=5.583297
fitness=70634.0,iteration=27,gap=66.66037468736728,delta=28252.0,timestamp=5.7560762
fitness=69884.0,iteration=29,gap=64.89075550941438,delta=27502.0,timestamp=6.1069954
fitness=69262.0,iteration=30,gap=63.423151337832095,delta=26880.0,timestamp=6.2823111
fitness=67680.0,iteration=31,gap=59.6904346184701,delta=25298.0,timestamp=6.4648311
fitness=62690.0,iteration=32,gap=47.91656835449011,delta=20308.0,timestamp=6.6244962
fitness=61176.0,iteration=33,gap=44.34429710726251,delta=18794.0,timestamp=6.803496
fitness=60270.0,iteration=35,gap=42.20659714029541,delta=17888.0,timestamp=7.128645
fitness=56266.0,iteration=37,gap=32.759190222264166,delta=13884.0,timestamp=7.4777559
fitness=53790.0,iteration=39,gap=26.91708744278231,delta=11408.0,timestamp=7.8028685
fitness=50384.0,iteration=41,gap=18.880656882638856,delta=8002.0,timestamp=8.1094028
fitness=50012.0,iteration=42,gap=18.002925770374215,delta=7630.0,timestamp=8.2753423
fitness=47980.0,iteration=43,gap=13.208437544240478,delta=5598.0,timestamp=8.4442015
fitness=45974.0,iteration=47,gap=8.475296116275779,delta=3592.0,timestamp=9.1183656
fitness=45558.0,iteration=52,gap=7.493747345571233,delta=3176.0,timestamp=9.9073064
fitness=44334.0,iteration=66,gap=4.6057288471520925,delta=1952.0,timestamp=12.2519852
fitness=44326.0,iteration=71,gap=4.5868529092539285,delta=1944.0,timestamp=13.0988115
fitness=42886.0,iteration=76,gap=1.1891840875843518,delta=504.0,timestamp=13.9235436
fitness=42382.0,iteration=122,gap=0.0,delta=0.0,timestamp=21.7358564
