optimum=83495
execution_time=357.31710080000005,start_time=2.6798727,stop_time=359.9969735
[(75, 65), (2, 18), (38, 37), (40, 39), (14, 15), (99, 57), (73, 54), (24, 25), (16, 17), (22, 23), (46, 47), (13, 81), (92, 97), (82, 84), (50, 53), (19, 20), (64, 63), (35, 31), (1, 0), (10, 9), (71, 69), (76, 68), (48, 49), (32, 36), (80, 79), (3, 4), (98, 41), (62, 61), (55, 56), (30, 29), (21, 26), (94, 96), (90, 89), (60, 95), (43, 42), (52, 51), (8, 7), (74, 88), (72, 70), (86, 87), (44, 45), (12, 11), (85, 83), (67, 66), (77, 78), (58, 59), (28, 27), (91, 93), (34, 33), (6, 5)]
fitness=351077.0,iteration=0,gap=320.476675250015,delta=267582.0,timestamp=2.9632162
fitness=349225.0,iteration=1,gap=318.2585783579855,delta=265730.0,timestamp=3.2363105
fitness=331101.0,iteration=2,gap=296.5518893346907,delta=247606.0,timestamp=3.5128183
fitness=309697.0,iteration=3,gap=270.9168213665489,delta=226202.0,timestamp=3.8263698
fitness=297627.0,iteration=6,gap=256.460865920115,delta=214132.0,timestamp=4.7273018
fitness=292817.0,iteration=7,gap=250.70004191867778,delta=209322.0,timestamp=5.0377921
fitness=281981.0,iteration=8,gap=237.7220192825918,delta=198486.0,timestamp=5.3230078
fitness=279969.0,iteration=9,gap=235.31229414935027,delta=196474.0,timestamp=5.6241649
fitness=275687.0,iteration=10,gap=230.18384334391283,delta=192192.0,timestamp=5.9178782
fitness=274499.0,iteration=11,gap=228.76100365291333,delta=191004.0,timestamp=6.210085
fitness=271927.0,iteration=13,gap=225.68057967542967,delta=188432.0,timestamp=6.8281721
fitness=265269.0,iteration=14,gap=217.70644948799332,delta=181774.0,timestamp=7.1242714
fitness=251905.0,iteration=15,gap=201.7007006407569,delta=168410.0,timestamp=7.4178418
fitness=248767.0,iteration=17,gap=197.94239175998564,delta=165272.0,timestamp=7.9834133
fitness=247303.0,iteration=18,gap=196.18899335289538,delta=163808.0,timestamp=8.2533669
fitness=244013.0,iteration=19,gap=192.24863764297265,delta=160518.0,timestamp=8.5590591
fitness=237283.0,iteration=20,gap=184.18827474699086,delta=153788.0,timestamp=8.8353192
fitness=233569.0,iteration=22,gap=179.74010419785614,delta=150074.0,timestamp=9.4164907
fitness=227069.0,iteration=23,gap=171.95520689861667,delta=143574.0,timestamp=9.7045051
fitness=223157.0,iteration=24,gap=167.26989640098208,delta=139662.0,timestamp=9.9754508
