optimum=53538
execution_time=300.07791879999996,start_time=1.8249842,stop_time=301.902903
[(29, 28), (7, 5), (75, 45), (40, 38), (69, 70), (43, 44), (34, 33), (26, 27), (10, 8), (22, 21), (41, 39), (79, 73), (47, 46), (50, 51), (12, 77), (74, 78), (1, 0), (49, 48), (13, 37), (53, 52), (76, 30), (16, 17), (11, 9), (60, 61), (63, 62), (18, 14), (56, 57), (19, 15), (36, 32), (59, 58), (20, 64), (6, 4), (66, 65), (72, 71), (25, 42), (31, 35), (24, 23), (54, 55), (68, 67), (2, 3)]
fitness=240454.0,iteration=0,gap=349.1277223654227,delta=186916.0,timestamp=2.0703047
fitness=236140.0,iteration=1,gap=341.06989428069784,delta=182602.0,timestamp=2.3207416
fitness=233950.0,iteration=2,gap=336.97934177593487,delta=180412.0,timestamp=2.5591258
fitness=227668.0,iteration=3,gap=325.24561993350517,delta=174130.0,timestamp=2.8333515
fitness=221752.0,iteration=4,gap=314.1955246740633,delta=168214.0,timestamp=3.0946481
fitness=198274.0,iteration=5,gap=270.34256042437147,delta=144736.0,timestamp=3.3624331
fitness=194008.0,iteration=7,gap=262.37438828495647,delta=140470.0,timestamp=3.8880593
fitness=191198.0,iteration=8,gap=257.125779819941,delta=137660.0,timestamp=4.1491312
fitness=184262.0,iteration=9,gap=244.1704957226643,delta=130724.0,timestamp=4.4053873
fitness=182372.0,iteration=10,gap=240.640292876088,delta=128834.0,timestamp=4.6621332
fitness=181334.0,iteration=11,gap=238.70148305876202,delta=127796.0,timestamp=4.9187625
fitness=174622.0,iteration=12,gap=226.16459337293136,delta=121084.0,timestamp=5.1773665
fitness=160826.0,iteration=13,gap=200.3959804251186,delta=107288.0,timestamp=5.4522115
fitness=158152.0,iteration=16,gap=195.4013971384811,delta=104614.0,timestamp=6.2741975
fitness=154758.0,iteration=17,gap=189.06197467219545,delta=101220.0,timestamp=6.5195007
fitness=152994.0,iteration=19,gap=185.7671186820576,delta=99456.0,timestamp=7.0096476
fitness=151182.0,iteration=20,gap=182.3826067466099,delta=97644.0,timestamp=7.2426389
fitness=142502.0,iteration=21,gap=166.16982330307445,delta=88964.0,timestamp=7.4940399
fitness=136320.0,iteration=22,gap=154.62288468004036,delta=82782.0,timestamp=7.7511045
fitness=134064.0,iteration=23,gap=150.40905525047629,delta=80526.0,timestamp=8.020897
fitness=124312.0,iteration=29,gap=132.19395569502035,delta=70774.0,timestamp=9.5319718
fitness=124014.0,iteration=32,gap=131.63734170122157,delta=70476.0,timestamp=10.3279232
fitness=113662.0,iteration=33,gap=112.3015428293922,delta=60124.0,timestamp=10.5755806
fitness=110910.0,iteration=35,gap=107.16126863162614,delta=57372.0,timestamp=11.0833436
fitness=108632.0,iteration=36,gap=102.90634689379505,delta=55094.0,timestamp=11.3473681
fitness=107380.0,iteration=38,gap=100.56782098696253,delta=53842.0,timestamp=11.8626564
fitness=95780.0,iteration=39,gap=78.90096753707647,delta=42242.0,timestamp=12.1085063
fitness=90112.0,iteration=40,gap=68.3140946617356,delta=36574.0,timestamp=12.3530586
fitness=89178.0,iteration=43,gap=66.56953939258096,delta=35640.0,timestamp=13.1226897
fitness=82584.0,iteration=45,gap=54.25305390563712,delta=29046.0,timestamp=13.637388
