optimum=42382
execution_time=59.0176131,start_time=1.3311912,stop_time=60.3488043
[(40, 39), (51, 47), (25, 26), (48, 32), (23, 24), (12, 10), (27, 58), (35, 36), (49, 50), (41, 42), (14, 15), (1, 0), (21, 17), (29, 31), (46, 43), (45, 44), (6, 7), (56, 22), (8, 13), (5, 4), (16, 20), (28, 30), (11, 9), (19, 18), (3, 2), (34, 33), (53, 54), (52, 55), (59, 57), (38, 37)]
fitness=156714.0,iteration=0,gap=269.7654664716153,delta=114332.0,timestamp=1.5365841
fitness=156204.0,iteration=1,gap=268.56212543060735,delta=113822.0,timestamp=1.7421211
fitness=139830.0,iteration=3,gap=229.9277995375395,delta=97448.0,timestamp=2.156485
fitness=138972.0,iteration=4,gap=227.90335519796142,delta=96590.0,timestamp=2.3532473
fitness=125724.0,iteration=5,gap=196.64480203860128,delta=83342.0,timestamp=2.5476785
fitness=113622.0,iteration=10,gap=168.09022698315323,delta=71240.0,timestamp=3.5675678
fitness=108612.0,iteration=12,gap=156.26917087442783,delta=66230.0,timestamp=3.9931366
fitness=107250.0,iteration=13,gap=153.05554244726537,delta=64868.0,timestamp=4.1946232
fitness=103868.0,iteration=14,gap=145.07573970081637,delta=61486.0,timestamp=4.4005796
fitness=101558.0,iteration=16,gap=139.62531263272143,delta=59176.0,timestamp=4.8153206
fitness=97146.0,iteration=17,gap=129.21523288188382,delta=54764.0,timestamp=5.0166059
fitness=84668.0,iteration=18,gap=99.77348874522202,delta=42286.0,timestamp=5.2212656
fitness=82644.0,iteration=24,gap=94.99787645698645,delta=40262.0,timestamp=6.3957465
fitness=76116.0,iteration=25,gap=79.59511113208437,delta=33734.0,timestamp=6.5989965
fitness=74796.0,iteration=26,gap=76.48058137888725,delta=32414.0,timestamp=6.7961314
fitness=72338.0,iteration=29,gap=70.68094945967628,delta=29956.0,timestamp=7.3961777
fitness=71882.0,iteration=30,gap=69.60502099948091,delta=29500.0,timestamp=7.6086472
fitness=64354.0,iteration=31,gap=51.84276343730829,delta=21972.0,timestamp=7.8173747
fitness=64188.0,iteration=34,gap=51.45108772592138,delta=21806.0,timestamp=8.4370991
fitness=61618.0,iteration=36,gap=45.387192676136095,delta=19236.0,timestamp=8.8484499
fitness=57092.0,iteration=37,gap=34.708130810249635,delta=14710.0,timestamp=9.0694332
fitness=55882.0,iteration=39,gap=31.853145203152284,delta=13500.0,timestamp=9.487929
fitness=55488.0,iteration=42,gap=30.92350526166769,delta=13106.0,timestamp=10.1184219
fitness=54758.0,iteration=43,gap=29.201075928460195,delta=12376.0,timestamp=10.3339568
fitness=53596.0,iteration=44,gap=26.459345948751828,delta=11214.0,timestamp=10.5380664
fitness=52142.0,iteration=45,gap=23.028644235760463,delta=9760.0,timestamp=10.7413967
fitness=51944.0,iteration=48,gap=22.561464772780898,delta=9562.0,timestamp=11.3642476
fitness=51026.0,iteration=63,gap=20.39545089896654,delta=8644.0,timestamp=14.4650506
fitness=50810.0,iteration=70,gap=19.885800575716107,delta=8428.0,timestamp=15.851404
fitness=50748.0,iteration=78,gap=19.73951205700533,delta=8366.0,timestamp=17.4112518
fitness=50444.0,iteration=93,gap=19.02222641687509,delta=8062.0,timestamp=20.4931196
fitness=49908.0,iteration=97,gap=17.757538577698078,delta=7526.0,timestamp=21.3189561
fitness=49604.0,iteration=99,gap=17.040252937567836,delta=7222.0,timestamp=21.7273289
fitness=48928.0,iteration=102,gap=15.44523618517295,delta=6546.0,timestamp=22.3538278
fitness=48556.0,iteration=126,gap=14.56750507290831,delta=6174.0,timestamp=27.3828105
fitness=47476.0,iteration=129,gap=12.019253456656127,delta=5094.0,timestamp=28.026772
fitness=46406.0,iteration=154,gap=9.49459676277665,delta=4024.0,timestamp=33.0032593
fitness=44336.0,iteration=163,gap=4.610447831626634,delta=1954.0,timestamp=34.7781592
fitness=43606.0,iteration=213,gap=2.8880184984191404,delta=1224.0,timestamp=44.5998252
fitness=42966.0,iteration=214,gap=1.3779434665659949,delta=584.0,timestamp=44.7965985
fitness=42390.0,iteration=221,gap=0.018875937898164316,delta=8.0,timestamp=46.1767156
fitness=42382.0,iteration=294,gap=0.0,delta=0.0,timestamp=60.3487654
