optimum=130178
execution_time=345.6674748,start_time=14.3336878,stop_time=360.0011626
[(123, 50), (38, 40), (110, 108), (191, 184), (99, 100), (52, 31), (32, 101), (105, 72), (13, 15), (175, 173), (14, 194), (78, 47), (126, 127), (91, 33), (198, 119), (163, 137), (88, 87), (133, 190), (134, 131), (44, 54), (157, 75), (179, 171), (56, 11), (23, 22), (162, 160), (169, 170), (94, 93), (145, 146), (180, 181), (177, 176), (187, 186), (84, 85), (77, 34), (116, 115), (174, 172), (0, 82), (141, 144), (53, 51), (168, 167), (2, 4), (27, 20), (107, 109), (117, 118), (1, 178), (26, 30), (164, 165), (150, 152), (193, 12), (68, 67), (120, 125), (97, 124), (65, 64), (25, 9), (45, 37), (95, 96), (18, 62), (111, 113), (79, 80), (86, 83), (197, 140), (192, 188), (199, 48), (183, 182), (136, 24), (60, 10), (158, 159), (76, 36), (43, 42), (49, 138), (112, 114), (8, 29), (81, 57), (74, 70), (35, 106), (17, 6), (189, 28), (98, 103), (102, 104), (63, 61), (166, 195), (41, 155), (185, 92), (196, 161), (39, 46), (130, 129), (19, 21), (151, 149), (58, 59), (89, 90), (5, 66), (69, 16), (143, 142), (147, 148), (128, 132), (7, 3), (71, 73), (55, 154), (156, 153), (122, 121), (135, 139)]
fitness=700446.0,iteration=0,gap=438.0678762924611,delta=570268.0,timestamp=14.8826158
fitness=687144.0,iteration=1,gap=427.8495598334588,delta=556966.0,timestamp=15.4062955
fitness=683290.0,iteration=2,gap=424.8889981410069,delta=553112.0,timestamp=15.906851
fitness=679724.0,iteration=3,gap=422.1496719875862,delta=549546.0,timestamp=16.4234027
fitness=674960.0,iteration=4,gap=418.4900674461122,delta=544782.0,timestamp=16.9780682
fitness=665408.0,iteration=5,gap=411.152422068245,delta=535230.0,timestamp=17.5336542
fitness=647816.0,iteration=6,gap=397.63861789242424,delta=517638.0,timestamp=18.0912416
fitness=634580.0,iteration=7,gap=387.4710012444499,delta=504402.0,timestamp=18.6497778
fitness=625084.0,iteration=9,gap=380.176373888061,delta=494906.0,timestamp=19.7555083
fitness=612882.0,iteration=11,gap=370.803054279525,delta=482704.0,timestamp=20.8347532
fitness=601098.0,iteration=12,gap=361.75083347416614,delta=470920.0,timestamp=21.4043996
fitness=598604.0,iteration=14,gap=359.8349951604726,delta=468426.0,timestamp=22.4861336
fitness=581088.0,iteration=15,gap=346.3795725852294,delta=450910.0,timestamp=22.9888234
fitness=571794.0,iteration=19,gap=339.2401173777443,delta=441616.0,timestamp=25.1743301
fitness=563842.0,iteration=21,gap=333.13155832782803,delta=433664.0,timestamp=26.2761838
fitness=550096.0,iteration=22,gap=322.57217041281933,delta=419918.0,timestamp=26.852094
fitness=543790.0,iteration=27,gap=317.72803392278263,delta=413612.0,timestamp=29.5335662
fitness=539318.0,iteration=28,gap=314.2927376361597,delta=409140.0,timestamp=30.0606661
fitness=530564.0,iteration=30,gap=307.568099064358,delta=400386.0,timestamp=31.1897054
fitness=526706.0,iteration=32,gap=304.6044646560863,delta=396528.0,timestamp=32.2934819
fitness=518654.0,iteration=33,gap=298.41908771067307,delta=388476.0,timestamp=32.8368364
fitness=515586.0,iteration=34,gap=296.06231467682716,delta=385408.0,timestamp=33.4204544
fitness=511202.0,iteration=35,gap=292.6946181382415,delta=381024.0,timestamp=33.946832
fitness=508038.0,iteration=37,gap=290.26409992471844,delta=377860.0,timestamp=35.0731605
fitness=502174.0,iteration=38,gap=285.7594985327782,delta=371996.0,timestamp=35.6313498
fitness=487616.0,iteration=40,gap=274.5763493063344,delta=357438.0,timestamp=36.7174957
fitness=476254.0,iteration=44,gap=265.8483000199726,delta=346076.0,timestamp=38.9077378
fitness=467686.0,iteration=46,gap=259.2665427337953,delta=337508.0,timestamp=39.9686816
fitness=465536.0,iteration=52,gap=257.61495798061117,delta=335358.0,timestamp=43.0900799
fitness=463010.0,iteration=54,gap=255.67453794035856,delta=332832.0,timestamp=44.0774564
fitness=456018.0,iteration=55,gap=250.3034306872129,delta=325840.0,timestamp=44.5948026
fitness=452232.0,iteration=58,gap=247.39510516369893,delta=322054.0,timestamp=46.2050351
fitness=446276.0,iteration=59,gap=242.81983130790147,delta=316098.0,timestamp=46.7306789
fitness=441784.0,iteration=61,gap=239.36917144217915,delta=311606.0,timestamp=47.7977283
fitness=439640.0,iteration=63,gap=237.72219576272485,delta=309462.0,timestamp=48.9168316
fitness=437794.0,iteration=64,gap=236.30413741185149,delta=307616.0,timestamp=49.437594
fitness=433976.0,iteration=65,gap=233.37123016177847,delta=303798.0,timestamp=49.9664347
fitness=431938.0,iteration=66,gap=231.80568145155095,delta=301760.0,timestamp=50.5087803
fitness=423006.0,iteration=67,gap=224.94430702576472,delta=292828.0,timestamp=51.0327202
fitness=420766.0,iteration=69,gap=223.22358616663337,delta=290588.0,timestamp=52.0591604
fitness=420090.0,iteration=70,gap=222.70429719307413,delta=289912.0,timestamp=52.5573185
fitness=408316.0,iteration=71,gap=213.65975817726496,delta=278138.0,timestamp=53.0917132
fitness=405280.0,iteration=74,gap=211.32756686997803,delta=275102.0,timestamp=54.6583344
fitness=405220.0,iteration=75,gap=211.28147613267987,delta=275042.0,timestamp=55.1666866
fitness=396376.0,iteration=76,gap=204.48770145493094,delta=266198.0,timestamp=55.7302579
fitness=394738.0,iteration=77,gap=203.22942432669115,delta=264560.0,timestamp=56.296085
