optimum=47234
execution_time=300.0009984,start_time=1.0450717,stop_time=301.0460701
[(41, 40), (58, 57), (65, 27), (17, 19), (31, 30), (10, 9), (22, 21), (44, 45), (53, 54), (67, 7), (14, 15), (36, 37), (48, 49), (35, 34), (55, 56), (63, 47), (23, 24), (64, 20), (8, 11), (61, 59), (5, 6), (1, 0), (66, 69), (16, 18), (28, 33), (2, 3), (62, 60), (43, 42), (39, 38), (4, 13), (26, 25), (50, 46), (32, 29), (68, 12), (51, 52)]
fitness=205578.0,iteration=0,gap=335.2330948045899,delta=158344.0,timestamp=1.2374506
fitness=204164.0,iteration=1,gap=332.2394885040437,delta=156930.0,timestamp=1.378487
fitness=191656.0,iteration=2,gap=305.75856374645383,delta=144422.0,timestamp=1.5584883
fitness=183068.0,iteration=3,gap=287.57674556463564,delta=135834.0,timestamp=1.7049811
fitness=172046.0,iteration=4,gap=264.2418596773511,delta=124812.0,timestamp=1.8407934
fitness=171080.0,iteration=5,gap=262.1967226997502,delta=123846.0,timestamp=1.9745181
fitness=158840.0,iteration=7,gap=236.28318584070794,delta=111606.0,timestamp=2.2764997
fitness=137948.0,iteration=9,gap=192.05233518228394,delta=90714.0,timestamp=2.5695335
fitness=135708.0,iteration=13,gap=187.30998856755727,delta=88474.0,timestamp=3.218948
fitness=132106.0,iteration=14,gap=179.68412584155482,delta=84872.0,timestamp=3.3734997
fitness=126198.0,iteration=16,gap=167.1761866452132,delta=78964.0,timestamp=3.7314592
fitness=122512.0,iteration=18,gap=159.3724859211585,delta=75278.0,timestamp=4.0197143
fitness=120666.0,iteration=19,gap=155.46428420205785,delta=73432.0,timestamp=4.1805104
fitness=113866.0,iteration=20,gap=141.06787483592328,delta=66632.0,timestamp=4.3502986
fitness=111726.0,iteration=22,gap=136.53724012363975,delta=64492.0,timestamp=4.6970599
fitness=109840.0,iteration=23,gap=132.54435364356186,delta=62606.0,timestamp=4.8674428
fitness=104210.0,iteration=24,gap=120.6249735360122,delta=56976.0,timestamp=5.0342543
fitness=102292.0,iteration=25,gap=116.56433924715247,delta=55058.0,timestamp=5.2002382
fitness=97332.0,iteration=26,gap=106.06342888597197,delta=50098.0,timestamp=5.3614442
fitness=95284.0,iteration=27,gap=101.72756912393615,delta=48050.0,timestamp=5.5187662
fitness=95018.0,iteration=28,gap=101.16441546343735,delta=47784.0,timestamp=5.6564572
fitness=94104.0,iteration=29,gap=99.22936867510691,delta=46870.0,timestamp=5.8104872
fitness=91422.0,iteration=31,gap=93.55125545158148,delta=44188.0,timestamp=6.1215511
fitness=88704.0,iteration=33,gap=87.79692594317653,delta=41470.0,timestamp=6.421942
fitness=82324.0,iteration=35,gap=74.28970656730321,delta=35090.0,timestamp=6.7882263
fitness=81252.0,iteration=37,gap=72.0201549731126,delta=34018.0,timestamp=7.100926
fitness=79092.0,iteration=39,gap=67.44717788034043,delta=31858.0,timestamp=7.412438
fitness=75844.0,iteration=40,gap=60.570775288986745,delta=28610.0,timestamp=7.5745121
fitness=70924.0,iteration=43,gap=50.154549688783504,delta=23690.0,timestamp=8.1178675
fitness=69734.0,iteration=47,gap=47.63517804970995,delta=22500.0,timestamp=8.6651747
fitness=64620.0,iteration=49,gap=36.80823135876699,delta=17386.0,timestamp=9.0116942
fitness=64252.0,iteration=53,gap=36.029131557776175,delta=17018.0,timestamp=9.6703763
fitness=63790.0,iteration=55,gap=35.0510225684888,delta=16556.0,timestamp=10.0181915
fitness=63544.0,iteration=56,gap=34.53021128847864,delta=16310.0,timestamp=10.1925297
fitness=62524.0,iteration=57,gap=32.37074988355845,delta=15290.0,timestamp=10.3610057
fitness=61786.0,iteration=58,gap=30.808316043527967,delta=14552.0,timestamp=10.50711
fitness=61642.0,iteration=59,gap=30.50345090400982,delta=14408.0,timestamp=10.6756284
fitness=60982.0,iteration=61,gap=29.106152347885,delta=13748.0,timestamp=11.0070663
fitness=60788.0,iteration=62,gap=28.695431257145277,delta=13554.0,timestamp=11.1869001
fitness=58880.0,iteration=63,gap=24.655968158529873,delta=11646.0,timestamp=11.3321669
fitness=58466.0,iteration=65,gap=23.77948088241521,delta=11232.0,timestamp=11.632627
fitness=57680.0,iteration=67,gap=22.11542532921201,delta=10446.0,timestamp=11.996617
fitness=57486.0,iteration=70,gap=21.704704238472285,delta=10252.0,timestamp=12.5529056
fitness=57266.0,iteration=73,gap=21.238938053097346,delta=10032.0,timestamp=13.0479262
fitness=57036.0,iteration=74,gap=20.752000677478087,delta=9802.0,timestamp=13.2008426
fitness=57012.0,iteration=75,gap=20.70118982089173,delta=9778.0,timestamp=13.3762696
fitness=56622.0,iteration=77,gap=19.875513401363428,delta=9388.0,timestamp=13.7085849
fitness=56598.0,iteration=78,gap=19.824702544777068,delta=9364.0,timestamp=13.8554184
fitness=53342.0,iteration=79,gap=12.93136300122793,delta=6108.0,timestamp=14.013995
fitness=52928.0,iteration=81,gap=12.054875725113266,delta=5694.0,timestamp=14.3796805
fitness=52904.0,iteration=82,gap=12.004064868526909,delta=5670.0,timestamp=14.547805
fitness=52600.0,iteration=93,gap=11.360460685099715,delta=5366.0,timestamp=16.207075
fitness=51996.0,iteration=96,gap=10.081720794343058,delta=4762.0,timestamp=16.6410453
fitness=51846.0,iteration=101,gap=9.764152940678326,delta=4612.0,timestamp=17.4694412
fitness=50838.0,iteration=108,gap=7.63009696405132,delta=3604.0,timestamp=18.5836684
fitness=50280.0,iteration=112,gap=6.448744548418513,delta=3046.0,timestamp=19.1920013
fitness=50118.0,iteration=132,gap=6.1057712664606,delta=2884.0,timestamp=22.0811986
fitness=48944.0,iteration=162,gap=3.620273531777957,delta=1710.0,timestamp=26.6210951
fitness=47976.0,iteration=173,gap=1.5709023161282125,delta=742.0,timestamp=28.4400343
fitness=47672.0,iteration=181,gap=0.9272981327010205,delta=438.0,timestamp=29.7599372
fitness=47498.0,iteration=186,gap=0.5589194224499302,delta=264.0,timestamp=30.5857221
