optimum=47234
execution_time=300.0199541,start_time=0.8253874,stop_time=300.8453415
[(47, 66), (40, 41), (58, 57), (7, 6), (20, 63), (26, 25), (34, 35), (56, 55), (50, 46), (17, 18), (42, 43), (45, 44), (38, 39), (0, 1), (52, 51), (61, 59), (15, 14), (67, 64), (23, 24), (69, 13), (37, 36), (16, 19), (8, 11), (53, 54), (5, 4), (60, 62), (27, 65), (10, 9), (30, 31), (32, 29), (49, 48), (68, 12), (21, 22), (3, 2), (28, 33)]
fitness=194876.0,iteration=0,gap=312.5756870051234,delta=147642.0,timestamp=0.9434008
fitness=190342.0,iteration=2,gap=302.97666934835075,delta=143108.0,timestamp=1.1884606
fitness=178720.0,iteration=3,gap=278.37151204640725,delta=131486.0,timestamp=1.3134231
fitness=175590.0,iteration=4,gap=271.74492949993646,delta=128356.0,timestamp=1.4450078
fitness=170850.0,iteration=5,gap=261.70978532413096,delta=123616.0,timestamp=1.5758987
fitness=166150.0,iteration=6,gap=251.75932590930265,delta=118916.0,timestamp=1.7015905
fitness=157510.0,iteration=7,gap=233.467417538214,delta=110276.0,timestamp=1.8226419
fitness=153798.0,iteration=9,gap=225.60867171952407,delta=106564.0,timestamp=2.0763835
fitness=153168.0,iteration=10,gap=224.2748867341322,delta=105934.0,timestamp=2.2055531
fitness=149400.0,iteration=11,gap=216.29758225007413,delta=102166.0,timestamp=2.3292126
fitness=131516.0,iteration=12,gap=178.43502561714018,delta=84282.0,timestamp=2.4584344
fitness=131012.0,iteration=14,gap=177.36799762882669,delta=83778.0,timestamp=2.711005
fitness=130246.0,iteration=15,gap=175.7462844561121,delta=83012.0,timestamp=2.8395973
fitness=127370.0,iteration=17,gap=169.65745014184697,delta=80136.0,timestamp=3.0906611
fitness=126886.0,iteration=18,gap=168.6327645340221,delta=79652.0,timestamp=3.2246874
fitness=120948.0,iteration=19,gap=156.06131176694754,delta=73714.0,timestamp=3.3600557
fitness=118234.0,iteration=22,gap=150.3154507346403,delta=71000.0,timestamp=3.726027
fitness=118088.0,iteration=23,gap=150.0063513570733,delta=70854.0,timestamp=3.852122
fitness=112570.0,iteration=24,gap=138.32408858025997,delta=65336.0,timestamp=3.9742541
fitness=110420.0,iteration=25,gap=133.77228267773214,delta=63186.0,timestamp=4.0936109
fitness=105388.0,iteration=26,gap=123.11893974679255,delta=58154.0,timestamp=4.2200408
fitness=103956.0,iteration=28,gap=120.08722530380658,delta=56722.0,timestamp=4.4612291
fitness=103836.0,iteration=29,gap=119.83317102087479,delta=56602.0,timestamp=4.5944419
fitness=96820.0,iteration=30,gap=104.97946394546301,delta=49586.0,timestamp=4.7193885
fitness=96060.0,iteration=31,gap=103.37045348689504,delta=48826.0,timestamp=4.8382311
fitness=92528.0,iteration=32,gap=95.89278909260278,delta=45294.0,timestamp=4.9684967
fitness=87104.0,iteration=35,gap=84.40953550408604,delta=39870.0,timestamp=5.3394717
fitness=85876.0,iteration=38,gap=81.8097133420841,delta=38642.0,timestamp=5.7128206
fitness=83554.0,iteration=40,gap=76.89376296735404,delta=36320.0,timestamp=5.9689574
fitness=80684.0,iteration=41,gap=70.81763136723546,delta=33450.0,timestamp=6.0999792
fitness=80092.0,iteration=43,gap=69.56429690477198,delta=32858.0,timestamp=6.3512336
fitness=77454.0,iteration=44,gap=63.97933691832155,delta=30220.0,timestamp=6.4725744
fitness=74276.0,iteration=45,gap=57.251132658678074,delta=27042.0,timestamp=6.5973636
fitness=73682.0,iteration=49,gap=55.99356395816572,delta=26448.0,timestamp=7.0957048
fitness=72792.0,iteration=50,gap=54.10932802642164,delta=25558.0,timestamp=7.2190601
