optimum=69731
execution_time=300.0447703,start_time=1.7252874,stop_time=301.7700577
[(36, 35), (85, 77), (71, 72), (38, 39), (73, 74), (86, 25), (33, 34), (28, 29), (22, 21), (89, 83), (20, 24), (45, 46), (87, 66), (64, 65), (11, 9), (48, 47), (10, 8), (31, 30), (23, 19), (6, 5), (0, 1), (18, 32), (52, 53), (68, 67), (63, 62), (51, 42), (16, 15), (69, 70), (49, 50), (56, 57), (78, 79), (76, 75), (17, 14), (60, 61), (13, 12), (7, 4), (27, 26), (82, 84), (3, 2), (44, 43), (54, 55), (81, 80), (40, 41), (59, 58), (37, 88)]
fitness=297879.0,iteration=0,gap=327.18303193701513,delta=228148.0,timestamp=1.918742
fitness=291215.0,iteration=1,gap=317.6263068075892,delta=221484.0,timestamp=2.1159863
fitness=283253.0,iteration=2,gap=306.2081427198807,delta=213522.0,timestamp=2.3412413
fitness=270321.0,iteration=4,gap=287.6625890923692,delta=200590.0,timestamp=2.7940807
fitness=256307.0,iteration=5,gap=267.56535830548825,delta=186576.0,timestamp=3.0323567
fitness=256227.0,iteration=7,gap=267.45063171329826,delta=186496.0,timestamp=3.4549871
fitness=253913.0,iteration=8,gap=264.1321650342029,delta=184182.0,timestamp=3.6589247
fitness=234635.0,iteration=9,gap=236.4859244812207,delta=164904.0,timestamp=3.8931464
fitness=211495.0,iteration=11,gap=203.3012576902669,delta=141764.0,timestamp=4.3478249
fitness=207059.0,iteration=15,gap=196.9396681533321,delta=137328.0,timestamp=5.2775772
fitness=200313.0,iteration=17,gap=187.26534826691142,delta=130582.0,timestamp=5.7002213
fitness=183763.0,iteration=18,gap=163.5312845076078,delta=114032.0,timestamp=5.8741209
fitness=178965.0,iteration=19,gap=156.65055714101334,delta=109234.0,timestamp=6.110808
fitness=172777.0,iteration=22,gap=147.77645523511782,delta=103046.0,timestamp=6.7442413
fitness=170147.0,iteration=24,gap=144.00481851687198,delta=100416.0,timestamp=7.1815317
fitness=165031.0,iteration=25,gap=136.6680529463223,delta=95300.0,timestamp=7.3738435
fitness=161049.0,iteration=26,gap=130.95753682006568,delta=91318.0,timestamp=7.5631032
fitness=158037.0,iteration=27,gap=126.63808062411266,delta=88306.0,timestamp=7.7629072
fitness=155005.0,iteration=28,gap=122.28994278011214,delta=85274.0,timestamp=7.9952335
fitness=149759.0,iteration=29,gap=114.76674649725373,delta=80028.0,timestamp=8.1981454
fitness=149333.0,iteration=30,gap=114.15582739384205,delta=79602.0,timestamp=8.4120673
fitness=148063.0,iteration=31,gap=112.33454274282599,delta=78332.0,timestamp=8.6218277
fitness=146345.0,iteration=32,gap=109.87078917554602,delta=76614.0,timestamp=8.8343565
fitness=143729.0,iteration=33,gap=106.11922961093344,delta=73998.0,timestamp=9.0245877
fitness=138951.0,iteration=34,gap=99.26718389238646,delta=69220.0,timestamp=9.2450219
fitness=135113.0,iteration=37,gap=93.76317563207182,delta=65382.0,timestamp=9.8804682
fitness=133337.0,iteration=40,gap=91.21624528545411,delta=63606.0,timestamp=10.5465865
fitness=127855.0,iteration=41,gap=83.35460555563523,delta=58124.0,timestamp=10.755997
fitness=126305.0,iteration=42,gap=81.13177783195422,delta=56574.0,timestamp=10.9914302
