optimum=34198
execution_time=27.384126300000002,start_time=0.9477874,stop_time=28.3319137
[(18, 20), (12, 13), (31, 30), (49, 44), (37, 39), (3, 2), (26, 48), (9, 5), (6, 4), (1, 0), (43, 42), (7, 8), (33, 32), (27, 17), (41, 40), (10, 11), (45, 46), (19, 16), (38, 36), (15, 14), (22, 25), (34, 35), (28, 29), (47, 21), (24, 23)]
fitness=124480.0,iteration=0,gap=263.9978946137201,delta=90282.0,timestamp=1.1053221
fitness=112446.0,iteration=2,gap=228.80870226329026,delta=78248.0,timestamp=1.3882378
fitness=109988.0,iteration=4,gap=221.62114743552252,delta=75790.0,timestamp=1.6970922
fitness=103964.0,iteration=6,gap=204.00608222703082,delta=69766.0,timestamp=1.9926956
fitness=103192.0,iteration=7,gap=201.7486402713609,delta=68994.0,timestamp=2.1376668
fitness=102982.0,iteration=8,gap=201.13456927305688,delta=68784.0,timestamp=2.2764902
fitness=97496.0,iteration=9,gap=185.09269547926777,delta=63298.0,timestamp=2.4229608
fitness=97044.0,iteration=10,gap=183.7709807591087,delta=62846.0,timestamp=2.5815165
fitness=88048.0,iteration=11,gap=157.46534885081,delta=53850.0,timestamp=2.7270809
fitness=87392.0,iteration=12,gap=155.54710801801275,delta=53194.0,timestamp=2.879352
fitness=84618.0,iteration=13,gap=147.4355225451781,delta=50420.0,timestamp=3.0301841
fitness=81698.0,iteration=15,gap=138.89701152114156,delta=47500.0,timestamp=3.3301643
fitness=78462.0,iteration=16,gap=129.43446985203812,delta=44264.0,timestamp=3.4846574
fitness=77598.0,iteration=17,gap=126.90800631615883,delta=43400.0,timestamp=3.6400541
fitness=69976.0,iteration=18,gap=104.62015322533482,delta=35778.0,timestamp=3.7945347
fitness=69708.0,iteration=19,gap=103.83648166559448,delta=35510.0,timestamp=3.9628767
fitness=67642.0,iteration=20,gap=97.79519270132757,delta=33444.0,timestamp=4.1107431
fitness=64886.0,iteration=22,gap=89.73624188549037,delta=30688.0,timestamp=4.4080922
fitness=62714.0,iteration=23,gap=83.3849932744605,delta=28516.0,timestamp=4.5627964
fitness=58564.0,iteration=26,gap=71.24978068892918,delta=24366.0,timestamp=5.0209631
fitness=56562.0,iteration=27,gap=65.39563717176443,delta=22364.0,timestamp=5.1678282
fitness=51978.0,iteration=28,gap=51.991344523071525,delta=17780.0,timestamp=5.3419946
fitness=50908.0,iteration=30,gap=48.86250657933213,delta=16710.0,timestamp=5.666427
fitness=49652.0,iteration=31,gap=45.189777179952046,delta=15454.0,timestamp=5.8107375
fitness=48054.0,iteration=32,gap=40.516989297619745,delta=13856.0,timestamp=5.9750387
fitness=47148.0,iteration=33,gap=37.867711562079656,delta=12950.0,timestamp=6.1422958
fitness=46658.0,iteration=34,gap=36.434879232703665,delta=12460.0,timestamp=6.3003449
fitness=41612.0,iteration=35,gap=21.679630387741973,delta=7414.0,timestamp=6.4527252
fitness=39746.0,iteration=38,gap=16.223170945669338,delta=5548.0,timestamp=6.9009165
fitness=38586.0,iteration=41,gap=12.831159716942512,delta=4388.0,timestamp=7.3725512
fitness=38578.0,iteration=43,gap=12.807766536054741,delta=4380.0,timestamp=7.6895534
fitness=37768.0,iteration=49,gap=10.439206971167904,delta=3570.0,timestamp=8.5897732
fitness=37760.0,iteration=53,gap=10.415813790280133,delta=3562.0,timestamp=9.2029503
fitness=37242.0,iteration=54,gap=8.901105327796948,delta=3044.0,timestamp=9.362979
fitness=37234.0,iteration=55,gap=8.877712146909177,delta=3036.0,timestamp=9.5145372
fitness=36956.0,iteration=58,gap=8.064799111059125,delta=2758.0,timestamp=9.9731648
fitness=36916.0,iteration=61,gap=7.947833206620271,delta=2718.0,timestamp=10.4116755
fitness=36908.0,iteration=62,gap=7.9244400257324985,delta=2710.0,timestamp=10.5768551
fitness=35734.0,iteration=75,gap=4.491490730452073,delta=1536.0,timestamp=12.5311705
fitness=35684.0,iteration=79,gap=4.345283349903503,delta=1486.0,timestamp=13.147849
fitness=34510.0,iteration=84,gap=0.9123340546230773,delta=312.0,timestamp=13.9047937
fitness=34198.0,iteration=178,gap=0.0,delta=0.0,timestamp=28.3318766
