optimum=34198
execution_time=9.671592500000001,start_time=1.22692,stop_time=10.8985125
[(44, 49), (19, 17), (27, 16), (1, 0), (21, 47), (46, 45), (9, 5), (34, 35), (43, 42), (2, 3), (12, 13), (32, 33), (7, 8), (10, 11), (29, 28), (48, 26), (38, 36), (40, 41), (23, 24), (14, 15), (30, 31), (20, 18), (39, 37), (6, 4), (25, 22)]
fitness=137646.0,iteration=0,gap=302.49722205976957,delta=103448.0,timestamp=1.2377916
fitness=136468.0,iteration=2,gap=299.05257617404527,delta=102270.0,timestamp=1.2595655
fitness=122752.0,iteration=4,gap=258.9449675419615,delta=88554.0,timestamp=1.2792601
fitness=120822.0,iteration=5,gap=253.30136265278674,delta=86624.0,timestamp=1.2900184
fitness=115792.0,iteration=6,gap=238.59290016960054,delta=81594.0,timestamp=1.3014707
fitness=115310.0,iteration=10,gap=237.18346102111235,delta=81112.0,timestamp=1.3395359
fitness=114468.0,iteration=11,gap=234.7213287326744,delta=80270.0,timestamp=1.3529605
fitness=112304.0,iteration=12,gap=228.3934733025323,delta=78106.0,timestamp=1.3635226
fitness=110566.0,iteration=13,gap=223.31130475466404,delta=76368.0,timestamp=1.3771644
fitness=108626.0,iteration=15,gap=217.63845838937948,delta=74428.0,timestamp=1.4052386
fitness=102352.0,iteration=16,gap=199.29235627814492,delta=68154.0,timestamp=1.4193706
fitness=98970.0,iteration=18,gap=189.40288905783964,delta=64772.0,timestamp=1.4459758
fitness=92758.0,iteration=19,gap=171.23808409848527,delta=58560.0,timestamp=1.4618972
fitness=90436.0,iteration=20,gap=164.4482133458097,delta=56238.0,timestamp=1.4741169
fitness=83866.0,iteration=24,gap=145.23656354172758,delta=49668.0,timestamp=1.5172173
fitness=83722.0,iteration=29,gap=144.8154862857477,delta=49524.0,timestamp=1.5894088
fitness=83398.0,iteration=50,gap=143.86806245979298,delta=49200.0,timestamp=1.8593956
fitness=77776.0,iteration=51,gap=127.42850459091176,delta=43578.0,timestamp=1.8723335
fitness=77136.0,iteration=74,gap=125.55705011989005,delta=42938.0,timestamp=2.1263521
fitness=76736.0,iteration=77,gap=124.3873910755015,delta=42538.0,timestamp=2.1606078
fitness=73442.0,iteration=84,gap=114.75524884496168,delta=39244.0,timestamp=2.2377961
fitness=73014.0,iteration=90,gap=113.50371366746595,delta=38816.0,timestamp=2.3057138
fitness=72702.0,iteration=95,gap=112.59137961284284,delta=38504.0,timestamp=2.3614403
fitness=72416.0,iteration=96,gap=111.75507339610505,delta=38218.0,timestamp=2.3769808
fitness=67364.0,iteration=120,gap=96.9822796654775,delta=33166.0,timestamp=2.6367849
fitness=66966.0,iteration=129,gap=95.81846891631089,delta=32768.0,timestamp=2.7374989
fitness=66642.0,iteration=155,gap=94.87104509035616,delta=32444.0,timestamp=3.054516
fitness=64680.0,iteration=162,gap=89.13386747763028,delta=30482.0,timestamp=3.1281172
fitness=64400.0,iteration=167,gap=88.31510614655828,delta=30202.0,timestamp=3.1890997
fitness=64074.0,iteration=175,gap=87.3618340253816,delta=29876.0,timestamp=3.2767572
fitness=63250.0,iteration=190,gap=84.95233639394117,delta=29052.0,timestamp=3.4422833
fitness=58320.0,iteration=195,gap=70.53628867185215,delta=24122.0,timestamp=3.4933264
fitness=56504.0,iteration=206,gap=65.22603661032808,delta=22306.0,timestamp=3.6150766
fitness=56456.0,iteration=227,gap=65.08567752500146,delta=22258.0,timestamp=3.842158
fitness=54922.0,iteration=333,gap=60.60003508977133,delta=20724.0,timestamp=5.0248047
fitness=54910.0,iteration=346,gap=60.564945318439676,delta=20712.0,timestamp=5.1658352
fitness=52918.0,iteration=395,gap=54.74004327738464,delta=18720.0,timestamp=5.7178248
fitness=47782.0,iteration=396,gap=39.72162114743552,delta=13584.0,timestamp=5.7288243
fitness=46808.0,iteration=449,gap=36.873501374349374,delta=12610.0,timestamp=6.3155025
fitness=43420.0,iteration=521,gap=26.966489268378268,delta=9222.0,timestamp=7.1125566
fitness=41534.0,iteration=595,gap=21.4515468740862,delta=7336.0,timestamp=7.9443229
fitness=41470.0,iteration=602,gap=21.264401426984033,delta=7272.0,timestamp=8.0358413
fitness=36296.0,iteration=700,gap=6.134861687818001,delta=2098.0,timestamp=9.1158545
fitness=36180.0,iteration=781,gap=5.795660564945319,delta=1982.0,timestamp=9.9688023
fitness=34198.0,iteration=865,gap=0.0,delta=0.0,timestamp=10.8984863
