optimum=34198
execution_time=13.252963699999999,start_time=1.3817713,stop_time=14.634735
[(24, 23), (18, 19), (27, 20), (44, 49), (6, 4), (13, 12), (17, 16), (39, 37), (45, 43), (26, 48), (3, 2), (47, 21), (32, 33), (29, 28), (11, 10), (0, 1), (7, 8), (34, 35), (14, 15), (46, 42), (5, 9), (38, 36), (40, 41), (22, 25), (31, 30)]
fitness=149490.0,iteration=0,gap=337.13082636411485,delta=115292.0,timestamp=1.3919171
fitness=148542.0,iteration=2,gap=334.358734428914,delta=114344.0,timestamp=1.4152476
fitness=145138.0,iteration=3,gap=324.4049359611673,delta=110940.0,timestamp=1.4251385
fitness=142890.0,iteration=5,gap=317.8314521317036,delta=108692.0,timestamp=1.4476124
fitness=142640.0,iteration=6,gap=317.10041522896074,delta=108442.0,timestamp=1.4580497
fitness=130304.0,iteration=7,gap=281.02813030001755,delta=96106.0,timestamp=1.4700082
fitness=129862.0,iteration=8,gap=279.7356570559682,delta=95664.0,timestamp=1.4836302
fitness=123728.0,iteration=9,gap=261.7989356102696,delta=89530.0,timestamp=1.4959329
fitness=111258.0,iteration=10,gap=225.33481490145624,delta=77060.0,timestamp=1.5102649
fitness=110774.0,iteration=14,gap=223.91952745774609,delta=76576.0,timestamp=1.5569317
fitness=110732.0,iteration=15,gap=223.79671325808528,delta=76534.0,timestamp=1.5680939
fitness=107656.0,iteration=16,gap=214.80203520673723,delta=73458.0,timestamp=1.5787381
fitness=103432.0,iteration=18,gap=202.450435697994,delta=69234.0,timestamp=1.6044674
fitness=101436.0,iteration=20,gap=196.6138370664951,delta=67238.0,timestamp=1.6295905
fitness=98024.0,iteration=21,gap=186.63664541786068,delta=63826.0,timestamp=1.6387608
fitness=96190.0,iteration=22,gap=181.27375869933914,delta=61992.0,timestamp=1.6474812
fitness=92900.0,iteration=29,gap=171.65331305924323,delta=58702.0,timestamp=1.7175591
fitness=89944.0,iteration=36,gap=163.00953272121177,delta=55746.0,timestamp=1.7993381
fitness=89774.0,iteration=44,gap=162.51242762734663,delta=55576.0,timestamp=1.8832854
fitness=89346.0,iteration=47,gap=161.26089244985087,delta=55148.0,timestamp=1.9160108
fitness=88022.0,iteration=50,gap=157.38932101292474,delta=53824.0,timestamp=1.9526553
fitness=86120.0,iteration=57,gap=151.82759225685714,delta=51922.0,timestamp=2.0372698
fitness=84098.0,iteration=58,gap=145.91496578747297,delta=49900.0,timestamp=2.0544496
fitness=81368.0,iteration=60,gap=137.93204280952102,delta=47170.0,timestamp=2.0852996
fitness=79422.0,iteration=65,gap=132.24165155857068,delta=45224.0,timestamp=2.1500447
fitness=77982.0,iteration=77,gap=128.03087899877187,delta=43784.0,timestamp=2.3354212
fitness=77938.0,iteration=81,gap=127.90221650388911,delta=43740.0,timestamp=2.4052892
fitness=76032.0,iteration=86,gap=122.32879115737762,delta=41834.0,timestamp=2.4689375
fitness=74812.0,iteration=96,gap=118.76133107199252,delta=40614.0,timestamp=2.6263518
fitness=73324.0,iteration=110,gap=114.41019942686708,delta=39126.0,timestamp=2.8393837
fitness=71718.0,iteration=126,gap=109.714018363647,delta=37520.0,timestamp=3.1164215
fitness=71350.0,iteration=127,gap=108.63793204280951,delta=37152.0,timestamp=3.1288108
fitness=70976.0,iteration=135,gap=107.54430083630622,delta=36778.0,timestamp=3.2914937
fitness=67788.0,iteration=151,gap=98.22211825252938,delta=33590.0,timestamp=3.6054623
fitness=67780.0,iteration=186,gap=98.19872507164162,delta=33582.0,timestamp=4.1704691
fitness=63244.0,iteration=208,gap=84.93479150827534,delta=29046.0,timestamp=4.4464868
fitness=54114.0,iteration=275,gap=58.23732382010643,delta=19916.0,timestamp=5.3011222
fitness=50952.0,iteration=305,gap=48.991169074214866,delta=16754.0,timestamp=5.6320527
fitness=49378.0,iteration=357,gap=44.38856073454588,delta=15180.0,timestamp=6.2209882
fitness=44650.0,iteration=383,gap=30.563190829873093,delta=10452.0,timestamp=6.5095907
fitness=43046.0,iteration=777,gap=25.872858061874965,delta=8848.0,timestamp=11.2145372
fitness=42766.0,iteration=809,gap=25.05409673080297,delta=8568.0,timestamp=11.5655372
fitness=38270.0,iteration=836,gap=11.907129071875548,delta=4072.0,timestamp=11.8435025
fitness=36196.0,iteration=840,gap=5.842446926720861,delta=1998.0,timestamp=11.8862266
fitness=34974.0,iteration=852,gap=2.269138546113808,delta=776.0,timestamp=12.0076835
fitness=34900.0,iteration=1061,gap=2.052751622901924,delta=702.0,timestamp=14.1525801
fitness=34198.0,iteration=1108,gap=0.0,delta=0.0,timestamp=14.6347079
