optimum=83495
execution_time=356.6868032,start_time=3.3113784,stop_time=359.9981816
[(83, 87), (50, 70), (13, 41), (33, 34), (36, 32), (30, 29), (12, 10), (90, 88), (26, 25), (40, 39), (58, 59), (94, 96), (62, 61), (97, 92), (56, 55), (8, 7), (21, 0), (20, 19), (91, 93), (3, 4), (86, 82), (76, 68), (74, 64), (11, 9), (98, 75), (79, 78), (2, 1), (65, 66), (16, 15), (60, 53), (67, 63), (95, 99), (28, 27), (69, 73), (17, 14), (77, 80), (81, 89), (23, 22), (71, 72), (37, 38), (84, 85), (35, 31), (46, 47), (57, 54), (43, 42), (52, 51), (24, 18), (49, 48), (5, 6), (44, 45)]
fitness=346687.0,iteration=0,gap=315.2188753817594,delta=263192.0,timestamp=3.6142789
fitness=329087.0,iteration=1,gap=294.1397688484341,delta=245592.0,timestamp=3.9233649
fitness=328701.0,iteration=3,gap=293.67746571650997,delta=245206.0,timestamp=4.5448006
fitness=319467.0,iteration=4,gap=282.6181208455596,delta=235972.0,timestamp=4.8580637
fitness=304749.0,iteration=5,gap=264.99071800706633,delta=221254.0,timestamp=5.1754062
fitness=287005.0,iteration=9,gap=243.73914605665007,delta=203510.0,timestamp=6.4522076
fitness=274259.0,iteration=11,gap=228.47356129109525,delta=190764.0,timestamp=7.083694
fitness=266983.0,iteration=12,gap=219.75926702197737,delta=183488.0,timestamp=7.4081441
fitness=264391.0,iteration=13,gap=216.6548895143422,delta=180896.0,timestamp=7.7287655
fitness=264313.0,iteration=14,gap=216.56147074675133,delta=180818.0,timestamp=8.0388222
fitness=249431.0,iteration=15,gap=198.73764896101562,delta=165936.0,timestamp=8.3374303
fitness=245597.0,iteration=16,gap=194.14575723097192,delta=162102.0,timestamp=8.659605
fitness=245349.0,iteration=18,gap=193.84873345709323,delta=161854.0,timestamp=9.3083024
fitness=239251.0,iteration=19,gap=186.54530211389903,delta=155756.0,timestamp=9.6488651
fitness=234115.0,iteration=20,gap=180.3940355709923,delta=150620.0,timestamp=9.9776946
fitness=224777.0,iteration=21,gap=169.2101323432541,delta=141282.0,timestamp=10.2939807
fitness=217787.0,iteration=23,gap=160.8383735553027,delta=134292.0,timestamp=10.9192424
fitness=213969.0,iteration=26,gap=156.2656446493802,delta=130474.0,timestamp=11.8753162
fitness=206017.0,iteration=28,gap=146.7417210611414,delta=122522.0,timestamp=12.5005732
fitness=199927.0,iteration=30,gap=139.4478711300078,delta=116432.0,timestamp=13.1144014
fitness=198253.0,iteration=31,gap=137.44296065632673,delta=114758.0,timestamp=13.4107307
fitness=196439.0,iteration=32,gap=135.27037547158514,delta=112944.0,timestamp=13.7408559
fitness=188051.0,iteration=33,gap=125.22426492604349,delta=104556.0,timestamp=14.0368165
fitness=184537.0,iteration=35,gap=121.01562967842385,delta=101042.0,timestamp=14.6782093
fitness=179793.0,iteration=36,gap=115.3338523264866,delta=96298.0,timestamp=14.9923573
fitness=177943.0,iteration=38,gap=113.11815078747229,delta=94448.0,timestamp=15.6354874
