optimum=83495
execution_time=356.7256942,start_time=3.2699801,stop_time=359.9956743
[(97, 83), (19, 20), (15, 14), (60, 59), (0, 1), (91, 93), (80, 78), (54, 45), (28, 27), (23, 22), (61, 82), (32, 35), (95, 8), (68, 76), (88, 74), (98, 92), (53, 56), (57, 55), (71, 69), (25, 18), (50, 51), (40, 38), (47, 46), (3, 5), (67, 75), (49, 48), (79, 81), (66, 65), (10, 58), (31, 36), (17, 16), (12, 7), (90, 89), (77, 86), (62, 63), (39, 42), (13, 4), (52, 70), (43, 44), (21, 26), (2, 87), (85, 84), (72, 73), (37, 41), (33, 34), (11, 9), (94, 96), (99, 6), (29, 30), (64, 24)]
fitness=371987.0,iteration=0,gap=345.5200910234146,delta=288492.0,timestamp=3.2874015
fitness=357145.0,iteration=2,gap=327.7441762979819,delta=273650.0,timestamp=3.3276349
fitness=345395.0,iteration=4,gap=313.6714773339721,delta=261900.0,timestamp=3.3677343
fitness=335037.0,iteration=6,gap=301.2659440685071,delta=251542.0,timestamp=3.4091423
fitness=333645.0,iteration=8,gap=299.5987783699623,delta=250150.0,timestamp=3.4466675
fitness=332477.0,iteration=9,gap=298.19989220911435,delta=248982.0,timestamp=3.4680747
fitness=331749.0,iteration=10,gap=297.3279837115995,delta=248254.0,timestamp=3.4868596
fitness=325063.0,iteration=11,gap=289.320318581951,delta=241568.0,timestamp=3.5133587
fitness=319787.0,iteration=12,gap=283.00137732798373,delta=236292.0,timestamp=3.5395344
fitness=311933.0,iteration=14,gap=273.5948260374873,delta=228438.0,timestamp=3.5842329
fitness=309835.0,iteration=16,gap=271.0821007245943,delta=226340.0,timestamp=3.6381448
fitness=302561.0,iteration=17,gap=262.3702018084915,delta=219066.0,timestamp=3.6707858
fitness=302229.0,iteration=21,gap=261.9725732079765,delta=218734.0,timestamp=3.7816554
fitness=299205.0,iteration=22,gap=258.3507994490688,delta=215710.0,timestamp=3.8015498
fitness=299035.0,iteration=24,gap=258.14719444278103,delta=215540.0,timestamp=3.8457628
fitness=284783.0,iteration=25,gap=241.0779088568178,delta=201288.0,timestamp=3.8647896
fitness=282935.0,iteration=26,gap=238.86460267081858,delta=199440.0,timestamp=3.8837531
fitness=282779.0,iteration=28,gap=238.6777651356369,delta=199284.0,timestamp=3.9189881
fitness=279705.0,iteration=29,gap=234.99610755135038,delta=196210.0,timestamp=3.9431169
fitness=278545.0,iteration=31,gap=233.60680280256304,delta=195050.0,timestamp=3.9855137
fitness=274651.0,iteration=33,gap=228.9430504820648,delta=191156.0,timestamp=4.037117
fitness=270527.0,iteration=34,gap=224.00383256482422,delta=187032.0,timestamp=4.0609804
fitness=265641.0,iteration=36,gap=218.15198514881132,delta=182146.0,timestamp=4.1040196
fitness=263605.0,iteration=39,gap=215.713515779388,delta=180110.0,timestamp=4.1676487
fitness=263585.0,iteration=40,gap=215.68956224923647,delta=180090.0,timestamp=4.189142
fitness=262967.0,iteration=41,gap=214.94939816755493,delta=179472.0,timestamp=4.2145999
fitness=261659.0,iteration=42,gap=213.38283729564645,delta=178164.0,timestamp=4.2343612
fitness=256963.0,iteration=43,gap=207.75854841607278,delta=173468.0,timestamp=4.2516313
fitness=255339.0,iteration=44,gap=205.8135217677705,delta=171844.0,timestamp=4.2739599
fitness=255017.0,iteration=46,gap=205.42786993233128,delta=171522.0,timestamp=4.3096234
fitness=242899.0,iteration=49,gap=190.91442601353376,delta=159404.0,timestamp=4.3683953
fitness=240793.0,iteration=51,gap=188.39211928858015,delta=157298.0,timestamp=4.4118336
fitness=240713.0,iteration=52,gap=188.29630516797414,delta=157218.0,timestamp=4.4314512
fitness=240599.0,iteration=55,gap=188.15977004611057,delta=157104.0,timestamp=4.4933619
fitness=240045.0,iteration=56,gap=187.49625726091384,delta=156550.0,timestamp=4.5128205
fitness=234961.0,iteration=57,gap=181.407269896401,delta=151466.0,timestamp=4.5282122
fitness=234095.0,iteration=59,gap=180.37008204084077,delta=150600.0,timestamp=4.5620235
fitness=233163.0,iteration=62,gap=179.25384753578058,delta=149668.0,timestamp=4.621977
fitness=232739.0,iteration=63,gap=178.74603269656865,delta=149244.0,timestamp=4.6462762
fitness=229127.0,iteration=66,gap=174.42002515120666,delta=145632.0,timestamp=4.7051282
fitness=226669.0,iteration=68,gap=171.47613629558657,delta=143174.0,timestamp=4.7447766
fitness=224069.0,iteration=74,gap=168.36217737589075,delta=140574.0,timestamp=4.86211
fitness=220721.0,iteration=78,gap=164.35235642852865,delta=137226.0,timestamp=4.9454323
fitness=220399.0,iteration=80,gap=163.9667045930894,delta=136904.0,timestamp=4.9921913
fitness=211009.0,iteration=81,gap=152.7205221869573,delta=127514.0,timestamp=5.012877
fitness=207083.0,iteration=82,gap=148.01844421821667,delta=123588.0,timestamp=5.0360944
fitness=206995.0,iteration=89,gap=147.91304868555005,delta=123500.0,timestamp=5.1757655
fitness=202733.0,iteration=96,gap=142.8085514102641,delta=119238.0,timestamp=5.3202681
fitness=202711.0,iteration=108,gap=142.78220252709744,delta=119216.0,timestamp=5.5525643
fitness=202005.0,iteration=116,gap=141.93664291274925,delta=118510.0,timestamp=5.7176639
fitness=198155.0,iteration=123,gap=137.32558835858435,delta=114660.0,timestamp=5.8595116
fitness=197281.0,iteration=160,gap=136.27881909096354,delta=113786.0,timestamp=6.6160289
fitness=194655.0,iteration=220,gap=133.1337205820708,delta=111160.0,timestamp=7.8404661
fitness=193221.0,iteration=274,gap=131.4162524702078,delta=109726.0,timestamp=8.9567099
fitness=192897.0,iteration=276,gap=131.0282052817534,delta=109402.0,timestamp=8.9982696
