optimum=83495
execution_time=356.629615,start_time=3.3624392,stop_time=359.9920542
[(88, 74), (97, 41), (61, 62), (63, 64), (26, 21), (18, 92), (55, 54), (86, 82), (37, 38), (68, 65), (24, 25), (22, 23), (2, 3), (81, 13), (19, 20), (84, 85), (15, 14), (60, 53), (79, 77), (9, 11), (33, 34), (99, 89), (66, 67), (83, 87), (58, 59), (94, 96), (44, 45), (36, 35), (50, 73), (17, 16), (57, 56), (51, 52), (70, 72), (42, 43), (1, 0), (71, 69), (8, 10), (49, 48), (31, 32), (12, 7), (90, 98), (27, 28), (93, 91), (40, 39), (29, 30), (78, 80), (4, 95), (75, 76), (47, 46), (5, 6)]
fitness=340897.0,iteration=0,gap=308.2843284028984,delta=257402.0,timestamp=3.6947391
fitness=335365.0,iteration=1,gap=301.6587819629918,delta=251870.0,timestamp=4.0452496
fitness=321353.0,iteration=3,gap=284.87693873884666,delta=237858.0,timestamp=4.6863212
fitness=282421.0,iteration=4,gap=238.2489969459249,delta=198926.0,timestamp=5.0043813
fitness=281415.0,iteration=9,gap=237.04413437930415,delta=197920.0,timestamp=6.6015859
fitness=278015.0,iteration=10,gap=232.97203425354814,delta=194520.0,timestamp=6.9146562
fitness=277053.0,iteration=11,gap=231.81986945326068,delta=193558.0,timestamp=7.2489265
fitness=266415.0,iteration=13,gap=219.0789867656746,delta=182920.0,timestamp=7.9021598
fitness=264105.0,iteration=14,gap=216.31235403317564,delta=180610.0,timestamp=8.2079749
fitness=259675.0,iteration=16,gap=211.00664710461703,delta=176180.0,timestamp=8.8458255
fitness=248067.0,iteration=18,gap=197.10401820468292,delta=164572.0,timestamp=9.4773108
fitness=237769.0,iteration=20,gap=184.77034552967245,delta=154274.0,timestamp=10.1331725
fitness=236439.0,iteration=21,gap=183.17743577459728,delta=152944.0,timestamp=10.4467527
fitness=231907.0,iteration=24,gap=177.749565842266,delta=148412.0,timestamp=11.3998858
fitness=225451.0,iteration=25,gap=170.01736630935983,delta=141956.0,timestamp=11.7375469
fitness=223785.0,iteration=26,gap=168.02203724773938,delta=140290.0,timestamp=12.0643335
fitness=221775.0,iteration=27,gap=165.61470746751303,delta=138280.0,timestamp=12.3900812
fitness=216803.0,iteration=28,gap=159.6598598718486,delta=133308.0,timestamp=12.7143868
fitness=208549.0,iteration=29,gap=149.77423797832205,delta=125054.0,timestamp=13.0367449
fitness=203629.0,iteration=32,gap=143.88166956105155,delta=120134.0,timestamp=13.9905643
fitness=189441.0,iteration=33,gap=126.88903527157316,delta=105946.0,timestamp=14.3220196
fitness=189023.0,iteration=36,gap=126.38840649140668,delta=105528.0,timestamp=15.2733493
fitness=185815.0,iteration=37,gap=122.54626025510508,delta=102320.0,timestamp=15.5899189
fitness=181825.0,iteration=38,gap=117.76753098987965,delta=98330.0,timestamp=15.9007221
fitness=181529.0,iteration=40,gap=117.41301874363734,delta=98034.0,timestamp=16.528254
fitness=174589.0,iteration=41,gap=109.10114378106472,delta=91094.0,timestamp=16.8423789
fitness=171145.0,iteration=42,gap=104.9763458889754,delta=87650.0,timestamp=17.1634434
fitness=168155.0,iteration=44,gap=101.39529313132523,delta=84660.0,timestamp=17.7729442
fitness=167561.0,iteration=45,gap=100.68387328582551,delta=84066.0,timestamp=18.1038033
fitness=166989.0,iteration=47,gap=99.99880232349241,delta=83494.0,timestamp=18.7082542
fitness=161855.0,iteration=48,gap=93.84993113360082,delta=78360.0,timestamp=18.9651651
fitness=160761.0,iteration=51,gap=92.53967303431342,delta=77266.0,timestamp=19.8834247
fitness=154707.0,iteration=52,gap=85.28893945745254,delta=71212.0,timestamp=20.1312106
fitness=152789.0,iteration=54,gap=82.9917959159231,delta=69294.0,timestamp=20.5967995
fitness=149169.0,iteration=55,gap=78.6562069585005,delta=65674.0,timestamp=20.8734004
fitness=147035.0,iteration=56,gap=76.10036529133481,delta=63540.0,timestamp=21.1823827
fitness=146125.0,iteration=57,gap=75.01047966944128,delta=62630.0,timestamp=21.4475908
fitness=145385.0,iteration=58,gap=74.12419905383555,delta=61890.0,timestamp=21.7631383
fitness=137373.0,iteration=60,gap=64.52841487514223,delta=53878.0,timestamp=22.3658176
fitness=134747.0,iteration=63,gap=61.383316366249474,delta=51252.0,timestamp=23.1974548
fitness=131019.0,iteration=64,gap=56.918378346008744,delta=47524.0,timestamp=23.4789134
fitness=122983.0,iteration=67,gap=47.2938499311336,delta=39488.0,timestamp=24.3392097
fitness=119851.0,iteration=70,gap=43.54272710940775,delta=36356.0,timestamp=25.1347259
fitness=116853.0,iteration=72,gap=39.95209293969699,delta=33358.0,timestamp=25.6379973
fitness=111605.0,iteration=76,gap=33.66668662794179,delta=28110.0,timestamp=26.5369895
fitness=111091.0,iteration=80,gap=33.05108090304809,delta=27596.0,timestamp=27.4628304
fitness=110611.0,iteration=81,gap=32.47619617941194,delta=27116.0,timestamp=27.7227949
fitness=109963.0,iteration=83,gap=31.700101802503145,delta=26468.0,timestamp=28.1856567
fitness=109731.0,iteration=85,gap=31.422240852745674,delta=26236.0,timestamp=28.7079176
fitness=109217.0,iteration=86,gap=30.806635127851965,delta=25722.0,timestamp=28.9713911
fitness=108645.0,iteration=87,gap=30.121564165518894,delta=25150.0,timestamp=29.1895223
fitness=108225.0,iteration=88,gap=29.618540032337265,delta=24730.0,timestamp=29.4474202
fitness=106641.0,iteration=89,gap=27.721420444337987,delta=23146.0,timestamp=29.7002342
fitness=106235.0,iteration=91,gap=27.23516378226241,delta=22740.0,timestamp=30.2524168
fitness=106103.0,iteration=92,gap=27.07707048326247,delta=22608.0,timestamp=30.4638225
fitness=104651.0,iteration=95,gap=25.338044194263134,delta=21156.0,timestamp=31.1324812
fitness=104519.0,iteration=99,gap=25.179950895263186,delta=21024.0,timestamp=32.2939245
fitness=102275.0,iteration=105,gap=22.492364812264206,delta=18780.0,timestamp=34.0480116
fitness=101971.0,iteration=109,gap=22.128271153961315,delta=18476.0,timestamp=35.182167
fitness=101303.0,iteration=147,gap=21.32822324690101,delta=17808.0,timestamp=45.6176417
fitness=101175.0,iteration=165,gap=21.174920653931373,delta=17680.0,timestamp=50.0161769
fitness=101145.0,iteration=183,gap=21.138990358704113,delta=17650.0,timestamp=53.9208281
fitness=100757.0,iteration=209,gap=20.674291873764897,delta=17262.0,timestamp=59.9025629
fitness=100743.0,iteration=222,gap=20.65752440265884,delta=17248.0,timestamp=62.9853681
fitness=100231.0,iteration=230,gap=20.044314030780285,delta=16736.0,timestamp=64.5351886
fitness=100217.0,iteration=232,gap=20.02754655967423,delta=16722.0,timestamp=64.8877978
fitness=100209.0,iteration=261,gap=20.01796514761363,delta=16714.0,timestamp=69.943788
fitness=99537.0,iteration=272,gap=19.213126534523024,delta=16042.0,timestamp=71.8099962
fitness=99457.0,iteration=276,gap=19.117312413917002,delta=15962.0,timestamp=72.4739424
fitness=99297.0,iteration=289,gap=18.92568417270495,delta=15802.0,timestamp=74.7443991
fitness=98721.0,iteration=302,gap=18.235822504341577,delta=15226.0,timestamp=77.0140925
fitness=98531.0,iteration=307,gap=18.00826396790227,delta=15036.0,timestamp=77.8951153
fitness=98385.0,iteration=308,gap=17.833403197796276,delta=14890.0,timestamp=78.0543712
