optimum=83495
execution_time=356.6494485,start_time=3.3570544,stop_time=360.0065029
[(26, 2), (10, 9), (70, 71), (66, 65), (24, 25), (7, 8), (77, 78), (88, 90), (52, 51), (44, 45), (40, 38), (1, 0), (79, 80), (67, 64), (94, 96), (57, 54), (86, 82), (30, 29), (68, 13), (22, 21), (6, 5), (93, 91), (27, 99), (47, 46), (76, 75), (83, 84), (18, 23), (35, 11), (73, 72), (19, 20), (56, 55), (3, 4), (92, 81), (14, 15), (87, 85), (89, 95), (69, 50), (37, 31), (42, 43), (32, 36), (59, 58), (41, 39), (98, 97), (34, 33), (16, 17), (63, 74), (48, 49), (60, 12), (28, 53), (61, 62)]
fitness=354009.0,iteration=0,gap=323.98826277022573,delta=270514.0,timestamp=3.4553486
fitness=352335.0,iteration=1,gap=321.9833522965447,delta=268840.0,timestamp=3.5504683
fitness=334881.0,iteration=2,gap=301.0791065333254,delta=251386.0,timestamp=3.6582553
fitness=319661.0,iteration=5,gap=282.8504700880292,delta=236166.0,timestamp=3.9690634
fitness=311385.0,iteration=7,gap=272.938499311336,delta=227890.0,timestamp=4.1845627
fitness=301185.0,iteration=8,gap=260.72219893406793,delta=217690.0,timestamp=4.290811
fitness=299103.0,iteration=9,gap=258.22863644529616,delta=215608.0,timestamp=4.3922825
fitness=272027.0,iteration=10,gap=225.8003473261872,delta=188532.0,timestamp=4.4948419
fitness=268875.0,iteration=13,gap=222.02527097430985,delta=185380.0,timestamp=4.8222871
fitness=258237.0,iteration=15,gap=209.28438828672378,delta=174742.0,timestamp=5.0208864
fitness=257867.0,iteration=17,gap=208.84124797892088,delta=174372.0,timestamp=5.2276322
fitness=253793.0,iteration=18,gap=203.9619138870591,delta=170298.0,timestamp=5.3243241
fitness=252509.0,iteration=19,gap=202.42409725133243,delta=169014.0,timestamp=5.4234716
fitness=251147.0,iteration=20,gap=200.79286184801487,delta=167652.0,timestamp=5.5234753
fitness=244529.0,iteration=21,gap=192.8666387208815,delta=161034.0,timestamp=5.6252458
fitness=237515.0,iteration=22,gap=184.4661356967483,delta=154020.0,timestamp=5.7308491
