optimum=83495
execution_time=356.2315111,start_time=3.7623952,stop_time=359.9939063
[(64, 63), (59, 58), (69, 71), (87, 83), (72, 70), (43, 42), (48, 49), (14, 15), (52, 51), (78, 79), (35, 36), (86, 82), (74, 98), (41, 40), (13, 18), (31, 32), (97, 92), (9, 12), (17, 16), (27, 28), (90, 88), (38, 39), (23, 25), (47, 46), (11, 10), (34, 33), (53, 60), (55, 54), (24, 26), (5, 6), (3, 4), (68, 65), (89, 81), (67, 66), (77, 80), (19, 20), (44, 37), (7, 8), (84, 85), (96, 94), (73, 50), (1, 0), (29, 30), (93, 91), (75, 76), (61, 62), (45, 2), (22, 21), (99, 95), (56, 57)]
fitness=343783.0,iteration=0,gap=311.7408228037607,delta=260288.0,timestamp=4.3248643
fitness=328387.0,iteration=1,gap=293.30139529313135,delta=244892.0,timestamp=4.8604335
fitness=324649.0,iteration=2,gap=288.8244805078148,delta=241154.0,timestamp=5.4112532
fitness=318027.0,iteration=3,gap=280.89346667465117,delta=234532.0,timestamp=5.968595
fitness=309017.0,iteration=4,gap=270.1024013413977,delta=225522.0,timestamp=6.4902796
fitness=301587.0,iteration=5,gap=261.20366489011315,delta=218092.0,timestamp=7.0062215
fitness=289255.0,iteration=6,gap=246.43391819869453,delta=205760.0,timestamp=7.535291
fitness=282797.0,iteration=7,gap=238.6993233127732,delta=199302.0,timestamp=8.0863364
fitness=266801.0,iteration=9,gap=219.54128989759866,delta=183306.0,timestamp=9.1525855
fitness=259105.0,iteration=12,gap=210.32397149529913,delta=175610.0,timestamp=10.7994003
fitness=257001.0,iteration=14,gap=207.8040601233607,delta=173506.0,timestamp=11.8902072
fitness=251283.0,iteration=15,gap=200.9557458530451,delta=167788.0,timestamp=12.4518811
fitness=242787.0,iteration=18,gap=190.7802862446853,delta=159292.0,timestamp=14.0756333
fitness=241463.0,iteration=19,gap=189.1945625486556,delta=157968.0,timestamp=14.6178677
fitness=230675.0,iteration=20,gap=176.27402838493322,delta=147180.0,timestamp=15.1687657
fitness=226045.0,iteration=21,gap=170.7287861548596,delta=142550.0,timestamp=15.6899559
fitness=225371.0,iteration=22,gap=169.92155218875382,delta=141876.0,timestamp=16.2207325
fitness=213073.0,iteration=23,gap=155.1925264985927,delta=129578.0,timestamp=16.7696001
fitness=212943.0,iteration=28,gap=155.03682855260794,delta=129448.0,timestamp=19.3933096
fitness=203133.0,iteration=29,gap=143.28762201329423,delta=119638.0,timestamp=19.8609735
fitness=200139.0,iteration=31,gap=139.70177854961375,delta=116644.0,timestamp=20.8830319
fitness=194801.0,iteration=32,gap=133.3085813521768,delta=111306.0,timestamp=21.3561357
fitness=192495.0,iteration=33,gap=130.54673932570813,delta=109000.0,timestamp=21.8572128
fitness=185065.0,iteration=35,gap=121.64800287442361,delta=101570.0,timestamp=22.8179976
fitness=179115.0,iteration=38,gap=114.52182765435055,delta=95620.0,timestamp=24.3002463
fitness=177471.0,iteration=39,gap=112.55284747589675,delta=93976.0,timestamp=24.6954228
fitness=176579.0,iteration=40,gap=111.4845200311396,delta=93084.0,timestamp=25.051936
fitness=176469.0,iteration=41,gap=111.3527756153063,delta=92974.0,timestamp=25.413036
fitness=170907.0,iteration=42,gap=104.69129888017245,delta=87412.0,timestamp=25.8451645
fitness=170297.0,iteration=44,gap=103.96071621055154,delta=86802.0,timestamp=26.7006411
fitness=163133.0,iteration=45,gap=95.38056171028205,delta=79638.0,timestamp=27.0684622
fitness=163119.0,iteration=46,gap=95.363794239176,delta=79624.0,timestamp=27.4126249
fitness=153345.0,iteration=48,gap=83.65770405413497,delta=69850.0,timestamp=28.1413309
fitness=150591.0,iteration=51,gap=80.3593029522726,delta=67096.0,timestamp=29.367683
fitness=143065.0,iteration=53,gap=71.34558955626086,delta=59570.0,timestamp=30.2000691
fitness=140887.0,iteration=57,gap=68.73705012276184,delta=57392.0,timestamp=32.0016858
fitness=139799.0,iteration=58,gap=67.43397808251991,delta=56304.0,timestamp=32.5397022
fitness=138275.0,iteration=59,gap=65.60871908497515,delta=54780.0,timestamp=33.0373138
fitness=133327.0,iteration=60,gap=59.682615725492546,delta=49832.0,timestamp=33.4788399
fitness=132997.0,iteration=65,gap=59.287382477992686,delta=49502.0,timestamp=35.9111353
fitness=131373.0,iteration=67,gap=57.342355829690405,delta=47878.0,timestamp=36.8860208
fitness=130291.0,iteration=68,gap=56.04646984849392,delta=46796.0,timestamp=37.33744
fitness=128071.0,iteration=69,gap=53.387628001676745,delta=44576.0,timestamp=37.8125613
fitness=125183.0,iteration=71,gap=49.928738247799274,delta=41688.0,timestamp=38.7570679
fitness=125061.0,iteration=72,gap=49.78262171387508,delta=41566.0,timestamp=39.1971308
fitness=121625.0,iteration=74,gap=45.66740523384634,delta=38130.0,timestamp=40.1368959
fitness=117939.0,iteration=76,gap=41.252769626923765,delta=34444.0,timestamp=41.0190291
fitness=117549.0,iteration=77,gap=40.7856757889694,delta=34054.0,timestamp=41.4721021
fitness=116635.0,iteration=79,gap=39.69099946104557,delta=33140.0,timestamp=42.4342247
fitness=115277.0,iteration=81,gap=38.06455476375831,delta=31782.0,timestamp=43.2694949
fitness=114373.0,iteration=83,gap=36.98185520091023,delta=30878.0,timestamp=44.2037193
fitness=113245.0,iteration=84,gap=35.63087610036529,delta=29750.0,timestamp=44.6027326
fitness=113057.0,iteration=86,gap=35.405712916941134,delta=29562.0,timestamp=45.4249461
fitness=111121.0,iteration=87,gap=33.08701119827535,delta=27626.0,timestamp=45.8699273
fitness=109663.0,iteration=89,gap=31.34079885023055,delta=26168.0,timestamp=46.780807
fitness=107397.0,iteration=91,gap=28.626863884064914,delta=23902.0,timestamp=47.5992163
fitness=107063.0,iteration=94,gap=28.226839930534766,delta=23568.0,timestamp=48.8969759
fitness=106057.0,iteration=100,gap=27.021977363914008,delta=22562.0,timestamp=51.195672
fitness=105915.0,iteration=104,gap=26.851907299838313,delta=22420.0,timestamp=52.6729608
fitness=105907.0,iteration=106,gap=26.84232588777771,delta=22412.0,timestamp=53.4943539
fitness=105619.0,iteration=112,gap=26.497395053596023,delta=22124.0,timestamp=55.9148168
fitness=105611.0,iteration=113,gap=26.487813641535425,delta=22116.0,timestamp=56.23243
fitness=104099.0,iteration=115,gap=24.67692676208156,delta=20604.0,timestamp=57.0246166
fitness=103771.0,iteration=120,gap=24.28408886759686,delta=20276.0,timestamp=59.4635418
fitness=102957.0,iteration=123,gap=23.309180190430563,delta=19462.0,timestamp=60.792118
fitness=102467.0,iteration=126,gap=22.722318701718667,delta=18972.0,timestamp=61.9254598
fitness=102451.0,iteration=127,gap=22.70315587759746,delta=18956.0,timestamp=62.3950889
fitness=102059.0,iteration=129,gap=22.23366668662794,delta=18564.0,timestamp=63.1769645
fitness=101985.0,iteration=132,gap=22.14503862506737,delta=18490.0,timestamp=64.2518232
fitness=101585.0,iteration=135,gap=21.665968022037248,delta=18090.0,timestamp=65.1313612
fitness=101177.0,iteration=137,gap=21.177316006946523,delta=17682.0,timestamp=65.7171866
fitness=99885.0,iteration=138,gap=19.629917959159233,delta=16390.0,timestamp=66.0390098
fitness=98959.0,iteration=139,gap=18.5208695131445,delta=15464.0,timestamp=66.328036
fitness=98121.0,iteration=144,gap=17.517216599796395,delta=14626.0,timestamp=67.7743573
fitness=94313.0,iteration=146,gap=12.956464458949638,delta=10818.0,timestamp=68.3337372
fitness=93585.0,iteration=149,gap=12.084555961434816,delta=10090.0,timestamp=69.177062
fitness=93475.0,iteration=150,gap=11.952811545601532,delta=9980.0,timestamp=69.4943328
fitness=92747.0,iteration=151,gap=11.08090304808671,delta=9252.0,timestamp=69.80488
fitness=92443.0,iteration=157,gap=10.716809389783819,delta=8948.0,timestamp=71.5329768
fitness=92419.0,iteration=184,gap=10.688065153602013,delta=8924.0,timestamp=79.3312392
fitness=91961.0,iteration=195,gap=10.139529313132522,delta=8466.0,timestamp=82.5688657
fitness=91457.0,iteration=226,gap=9.535900353314569,delta=7962.0,timestamp=91.5709356
fitness=91383.0,iteration=237,gap=9.447272291753997,delta=7888.0,timestamp=94.9204457
fitness=91203.0,iteration=256,gap=9.231690520390442,delta=7708.0,timestamp=100.1805831
fitness=90175.0,iteration=260,gap=8.00047907060303,delta=6680.0,timestamp=101.2714428
